method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,cap,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,cleaned_method_name,exp_with,compared_with
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,12,0.8864322934077604,5.431682947486664e-05,"[0.0964604880219947, 0.0, 0.1109816640931398, 0.2008109040072786, 0.3309133463245854, 0.3806327867761192, 0.2826865248598131, 0.5928846725911899, 1.0, 0.7095791967861311, 0.7567214895272313, 0.6649525911013969, 0.7654615288883254]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,13,0.8891397807448318,4.782322834999157e-05,"[0.1198737288778462, 0.0, 0.1227614801147238, 0.2060655927525091, 0.3375121232436109, 0.3728809946790132, 0.2774991016994756, 0.59207841089267, 1.0, 0.7432036341335204, 0.7805051282132299, 0.6754536619310554, 0.7909633834557809]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,14,0.8828290791230026,6.403600464390518e-05,"[0.130369789290997, 0.0, 0.1291054717438805, 0.2108842488801423, 0.344864008862462, 0.3719600303840649, 0.2661711708703378, 0.5782052217799043, 1.0, 0.7217795938730294, 0.7907543907822413, 0.6689155022103181, 0.7795866486526993]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,15,0.877273236358898,8.170812257869566e-05,"[0.1613968207998418, 0.0, 0.1317476664115992, 0.2416802995008714, 0.349705359015181, 0.369648521921355, 0.2814696669579831, 0.5933182643167048, 1.0, 0.735390498908674, 0.8030945297044405, 0.6487309764492378, 0.7944871386082816]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,16,0.8762106853964601,8.549373532713274e-05,"[0.1845619434373037, 0.0, 0.1422326388255863, 0.2382687606906406, 0.3638893941857963, 0.3929837055922109, 0.2812089145581146, 0.5994073992527659, 1.0, 0.7249404889432622, 0.8139089164936578, 0.6594286504381015, 0.8057102059793909]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,17,0.875287606773277,8.8895192286102e-05,"[0.1960814152136902, 0.0, 0.1454434426629339, 0.2450833671758301, 0.3765541678769002, 0.3932952503351383, 0.2839450115782127, 0.6156969582699935, 1.0, 0.7454781019668512, 0.8294542777958414, 0.6533304826372497, 0.824121094792936]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,18,0.8788979873383725,7.618003012279611e-05,"[0.2103841267054653, 0.0, 0.1472750783967965, 0.2530828049432433, 0.3947734353352843, 0.4021796867804144, 0.3045466320159272, 0.6269328883447282, 1.0, 0.7468117390145881, 0.8417923295769482, 0.6690427918163533, 0.8333117717708981]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,19,0.8736420541972234,9.522694946880571e-05,"[0.2018681234325275, 0.0, 0.14269380550294, 0.244661671982961, 0.3838184373317112, 0.4019481475595396, 0.2778783128676442, 0.6164577542536966, 1.0, 0.7405703662867121, 0.8350417498810484, 0.6526911064884424, 0.8302010274910028]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,20,0.8726864659505547,9.906616564274686e-05,"[0.2169796218512505, 0.0, 0.145904317858193, 0.2557377336722065, 0.3863391511496359, 0.387467377773048, 0.2915779019925147, 0.6263957021484119, 1.0, 0.7485998015123708, 0.8370728688286986, 0.6495913334084362, 0.8392636429767084]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,21,0.8663456121327906,0.0001277918864489,"[0.2389472800188462, 0.0, 0.1517830119741256, 0.260277413664604, 0.3924014164870252, 0.399184089517567, 0.2943325044030516, 0.6310082260281777, 1.0, 0.7313189440956775, 0.8373507669666553, 0.64505836202615, 0.8393955868748653]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,22,0.8688997123398237,0.0001155155931553,"[0.2395596702234684, 0.0, 0.150363513944018, 0.2601735945600298, 0.4028886004713687, 0.4039455144156846, 0.2964231529280867, 0.6548419758720879, 1.0, 0.7454621366316277, 0.862520803024541, 0.645518245093113, 0.8607696284476569]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,23,0.8591729406894292,0.0001679223395878,"[0.2644174288354078, 0.0, 0.1522430021702681, 0.260995896879319, 0.3977188783426383, 0.3906242730371778, 0.3015006845839724, 0.6512805444188188, 1.0, 0.7209981142278249, 0.8505312422942861, 0.6271453538607711, 0.8623124601220067]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,24,0.853277264986269,0.0002079270664857,"[0.2712477103038183, 0.0, 0.1704989982517998, 0.2745966876281114, 0.4096677821715374, 0.3983322322390832, 0.3113305010362751, 0.6658626950011204, 1.0, 0.71382980955848, 0.8534671600293146, 0.6186570407954092, 0.8555639419182055]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,25,0.8470510079262714,0.0002580592286778,"[0.2731346213851678, 0.0, 0.160874858236697, 0.2731910232552708, 0.4119043253891075, 0.3909533984562583, 0.2977578236660228, 0.6769394579509924, 1.0, 0.7016537209082352, 0.8532873786145678, 0.6069799678123418, 0.8601117135345662]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,26,0.8433764906495433,0.0002918744860861,"[0.2886843584793095, 0.0, 0.1614241787452932, 0.2712116580788244, 0.4209431458365999, 0.3942747249627396, 0.2911650569885497, 0.6719377508215233, 1.0, 0.701839356448281, 0.8531876790594213, 0.6067899811379764, 0.8713342966302119]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,27,0.8405100534439084,0.0003206218005044,"[0.3040843497023061, 0.0, 0.1706045978579786, 0.2832391125350005, 0.4299441039702179, 0.4019335349454644, 0.2957442545950403, 0.687944192742359, 1.0, 0.7073550393644005, 0.8663670048112957, 0.6061640090358753, 0.8880308476968012]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,28,0.8348171756062204,0.0003843678730635,"[0.3117619005356757, 0.0, 0.1810832275067232, 0.2923470395032266, 0.4323989905056442, 0.4047962352976364, 0.2962228248287538, 0.6946612878489167, 1.0, 0.7008746459182754, 0.8708659309205681, 0.596842298737918, 0.8922145972454946]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,29,0.8347943752103741,0.0003846419384834,"[0.3158988135998732, 0.0, 0.1821159434308017, 0.3007567570846906, 0.4438114722175563, 0.4081709662249294, 0.3010037496481418, 0.7080156399156615, 1.0, 0.7092940889412985, 0.8882040074415494, 0.5974355667816232, 0.903938039873226]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,30,0.8272952185500839,0.0004835751765802,"[0.3451639684132726, 0.0, 0.1901790021263639, 0.3128660992579709, 0.4561758798435014, 0.4108227325367162, 0.3107632430743183, 0.7126627605287218, 1.0, 0.714540876081945, 0.8944857763516171, 0.5963848277378988, 0.9120254783080226]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,31,0.8245825564468117,0.0005239466022979,"[0.3451476005175388, 0.0, 0.1986462565571145, 0.325699672099503, 0.4694995171903561, 0.4147848515139382, 0.3167935873429473, 0.722569842936265, 1.0, 0.7152686880430926, 0.8990247948616357, 0.5923961440043913, 0.9137969163905948]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,True,0,normed_values_normed_weighted_modulations,32,0.8198033389617105,0.000601524419103,"[0.3593499084880385, 0.0, 0.2039672832308334, 0.3272964728722651, 0.4757922467010838, 0.4099520261819265, 0.3187470413071556, 0.727130113298391, 1.0, 0.7101247104535601, 0.9166001800310124, 0.589991263303708, 0.9236573905496824]",Method E,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,2,-0.0890870806374747,0.7722614932228544,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,3,-0.0621369766001199,0.84018506641396,"[1.0, 0.0, 0.5, 0.5000000000000003, 0.5000000000000003, 0.0, 0.5, 0.5000000000000003, 0.5, 0.0, 0.5000000000000003, 0.0, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,4,-0.10917192286934,0.7225694609319696,"[1.0, 0.0, 0.6666666666666667, 0.6666666666666673, 0.6666666666666673, 0.0, 0.6666666666666667, 0.5555555555555555, 0.6666666666666673, 0.0, 0.5555555555555555, 0.0, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,5,-0.0152588313576964,0.96054072094496,"[1.0, 0.0, 0.5664739884393064, 0.5664739884393064, 0.7398843930635832, 0.1156069364161848, 0.6358381502890171, 0.6531791907514451, 0.5664739884393061, 0.1156069364161848, 0.6531791907514448, 0.1156069364161848, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,6,-0.0242644204749676,0.9372857857120768,"[1.0, 0.0, 0.5070422535211264, 0.5070422535211269, 0.647887323943662, 0.0469483568075119, 0.5633802816901405, 0.5774647887323942, 0.5070422535211272, 0.0469483568075119, 0.5774647887323942, 0.0938967136150231, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,7,-0.0215750766207455,0.94422639812521,"[1.0, 0.0, 0.5137231503579951, 0.5972553699284006, 0.7225536992840089, 0.1044152744630075, 0.5638424821002388, 0.659904534606205, 0.5137231503579954, 0.1044152744630069, 0.6599045346062057, 0.083532219570406, 0.9999999999999992]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,8,-0.0114179681030277,0.9704686405945128,"[1.0, 0.0, 0.5169922397645176, 0.5919186513245923, 0.7043082686647043, 0.0936580144500933, 0.5619480867005616, 0.694942467219695, 0.5169922397645166, 0.0936580144500928, 0.694942467219695, 0.0749264115600746, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,9,-0.0038767669315409,0.9899714200656806,"[0.9999999999999992, 0.0, 0.4881828748547075, 0.5803951956605968, 0.6780317706315377, 0.1204184424641614, 0.5272375048430844, 0.6698953893839593, 0.5370011623401781, 0.1204184424641614, 0.6698953893839593, 0.0650910499806277, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,10,0.0193626006381331,0.949939057465677,"[0.9822622650805938, 0.0, 0.490743999436897, 0.5745055254452032, 0.7075385373407473, 0.138945590202013, 0.5439572041951148, 0.7001478144576613, 0.5350883367354121, 0.138945590202013, 0.7001478144576619, 0.0886886745970296, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,11,0.0264757927863909,0.9315817488740368,"[0.9835324450041882, 0.0, 0.4680777753354996, 0.5787763394740125, 0.7022830019426011, 0.1414712679185654, 0.5174804403229354, 0.6954215206943465, 0.5421817728166525, 0.1289958474671925, 0.7216199036422285, 0.0823377749790589, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,12,0.023891553487986,0.938247841157451,"[0.9849971585527564, 0.0, 0.4603794008605523, 0.5912375179281792, 0.7037588287825081, 0.1378183097448108, 0.505387925202284, 0.685005276973453, 0.5278921873731501, 0.1264525207696266, 0.7088734338213405, 0.0964468378751388, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,13,0.0321765459470398,0.9168916398129708,"[0.975505612624776, 0.0, 0.4849973990369141, 0.6057535454930348, 0.6989387148553032, 0.1642629208700205, 0.5034569373486776, 0.7093222051556703, 0.5472983408391165, 0.1339964700666414, 0.7313477906412971, 0.1063071625989965, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,14,0.0331304140241041,0.914435897486191,"[0.9770666737648376, 0.0, 0.4888083310462111, 0.6142135832369026, 0.701459933044587, 0.1699971115720931, 0.5060914174843058, 0.7111816691660137, 0.5378799514686555, 0.1416595834836596, 0.7577281633231524, 0.0995320602908067, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,15,0.0329550434601195,0.9148873387902005,"[0.9787530142886282, 0.0, 0.4903699393609776, 0.6065538532906236, 0.7074000535873537, 0.185851805640536, 0.4972323198391851, 0.7164069279650009, 0.5358332100291, 0.1445865442422254, 0.7515246401849164, 0.1055567552724225, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,16,0.0271131323535934,0.9299383357318902,"[1.0, 0.0, 0.4853564381997871, 0.6119505955190839, 0.707694953243114, 0.1891179660596513, 0.4918716485836246, 0.7281228524674397, 0.5448077329523089, 0.1499403278613829, 0.7614639480301866, 0.1002166041680639, 0.997368857344988]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,17,0.0322172105023212,0.9167869345323147,"[0.9961461660178696, 0.0, 0.4888306955444583, 0.6239351814365675, 0.7081260060883704, 0.1952415459451553, 0.4815150314888691, 0.727441926094795, 0.5450457982874071, 0.152559403638778, 0.776936418796245, 0.1055423580417459, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,18,0.0364120234054076,0.9059928272895496,"[0.9963692342892392, 0.0, 0.4855694106977504, 0.6199071948642579, 0.7137348036253277, 0.1976883355674544, 0.4786771931482538, 0.7319326762779463, 0.5512268515640096, 0.1574767282521382, 0.7785623203688001, 0.1086669302846493, 1.0]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,19,0.025789584013168,0.9333514528641786,"[1.0, 0.0, 0.4841997735268115, 0.6184832739011745, 0.7074073963009057, 0.2006678183668334, 0.466972031960339, 0.7384058714255027, 0.5413595261789784, 0.1529315496007206, 0.7775322312224592, 0.0979215407003962, 0.9873974466685927]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,20,0.0337101984884081,0.9129435772788684,"[1.0, 0.0, 0.4824174737505671, 0.6206983917473963, 0.7169908100378601, 0.2073945000363129, 0.4705763839370768, 0.7419664010136998, 0.5471378984137436, 0.1618637318351651, 0.7924013374627259, 0.1010485569916695, 0.9925704064944696]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,21,0.0327818268836251,0.915333258346789,"[1.0, 0.0, 0.4807002145333344, 0.6225365762187551, 0.7103425243634462, 0.2133932956551891, 0.4606186974195155, 0.7451632485790028, 0.5425237376664659, 0.1619273706144816, 0.7933407053324432, 0.0965255996581622, 0.992902956858683]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,22,0.0318054327476587,0.9178472588469586,"[1.0, 0.0, 0.4740549666292656, 0.6134177157986263, 0.7061399683630231, 0.2124008827383849, 0.4549674552598065, 0.7392371176267024, 0.5411546291912975, 0.1603247512688639, 0.7916610191231985, 0.0981602723783527, 0.9813452308952526]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,23,0.0351271141022714,0.9092976613632546,"[1.0, 0.0, 0.4780049430565734, 0.6164830943110319, 0.7145064229281989, 0.2192304509937591, 0.4523747771136746, 0.746317947827778, 0.5390144941716807, 0.1659837758322976, 0.8032374250950002, 0.1000705514947735, 0.985553550806334]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,24,0.0369750498107258,0.9045451387248976,"[1.0, 0.0, 0.4745223154854494, 0.6192525835172378, 0.713557962509426, 0.2191391162021539, 0.4498642820665104, 0.749516088270517, 0.5370137178018566, 0.1619823618531645, 0.804276653448698, 0.1017810880807046, 0.989313406089138]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,25,0.034948957259925,0.909755994557718,"[1.0, 0.0, 0.4708341611560966, 0.6162353355302059, 0.7110343204087436, 0.2229154167793733, 0.444005011990942, 0.7454907588267362, 0.5374309386905407, 0.1624636007715307, 0.8061718104969104, 0.0995002715173351, 0.9805263719583334]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,26,0.0371262812288596,0.9041563291841376,"[1.0, 0.0, 0.4767232325640008, 0.6233272424895766, 0.711952878019521, 0.2291178760324227, 0.4449338133947502, 0.7522796908440976, 0.5409067104737102, 0.1657716895475849, 0.815933729010651, 0.1003440002134648, 0.9839701199340454]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,27,0.0404064471817319,0.8957281377916885,"[1.0, 0.0, 0.476386768965309, 0.6209879675132762, 0.7127239193990226, 0.2347946206478204, 0.4404384626345887, 0.7584926133268689, 0.5440242877496133, 0.1687823382437329, 0.8173531547806592, 0.1010891462461398, 0.9870802042128792]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,28,0.0375098844674382,0.9031701900059816,"[1.0, 0.0, 0.4780298243982651, 0.620247901220067, 0.7144810502599256, 0.2358756817611288, 0.4383752453843114, 0.756141098199314, 0.5407226275944171, 0.1703427793026765, 0.8193561369723038, 0.1011095726666783, 0.9802354740352504]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,29,0.0353440550423419,0.9087395856074784,"[1.0, 0.0, 0.4745879617856431, 0.6195248817520285, 0.7080666542344495, 0.2326415055820057, 0.4318629916808151, 0.7539615228034698, 0.537652324175305, 0.1695415163800007, 0.8148296991597509, 0.1010968131460143, 0.9739030134841252]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,30,0.0364016759389507,0.9060194358555806,"[1.0, 0.0, 0.4752822351226654, 0.6204984357280605, 0.7093962150316542, 0.2343271568540033, 0.4315245028655135, 0.7594815997950454, 0.5364050624235336, 0.1693174197547567, 0.8164212515194507, 0.1014087271535096, 0.976761052621562]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,31,0.0347999390827662,0.910139384249669,"[1.0, 0.0, 0.4732978946102622, 0.6206080014837132, 0.7065525489381906, 0.234572648126831, 0.4270211225204622, 0.7580176674718413, 0.5366466479227657, 0.1682172500786636, 0.8184830650168541, 0.0992539413409407, 0.971574020194606]",Method D,Intervals,
Experimental_methods ,all_ranges,True,True,False,0,normed_values_only_modulations,32,0.032869104052586,0.915108573778438,"[1.0, 0.0, 0.4714203950236792, 0.6162692959582441, 0.7038615519821645, 0.2347922390963239, 0.4228007031698215, 0.7566604717755867, 0.5368329212731481, 0.1671973622828925, 0.8151647536839617, 0.0972675827562049, 0.9667302104642342]",Method D,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,2,0.8879980233650883,5.048092524476688e-05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2916666666666667, 0.0, 0.4375, 0.9375, 1.0, 0.8437500000000001, 1.0, 0.8437500000000001]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,3,0.9044154141518158,2.1810150995094134e-05,"[0.0, 0.0, 0.0, 0.2, 0.2799999999999999, 0.5485714285714286, 0.3399999999999999, 0.5599999999999999, 1.0, 0.8685714285714285, 0.74, 0.7085714285714284, 0.8355555555555556]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,4,0.9250114891112964,5.978671839695819e-06,"[0.0, 0.0, 0.1149425287356322, 0.1954022988505747, 0.2758620689655173, 0.4157088122605364, 0.2758620689655173, 0.557029177718833, 1.0, 0.7375478927203066, 0.7550839964633069, 0.7777777777777779, 0.8505747126436783]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,5,0.8410849163720703,0.0003146836872782,"[0.0, 0.0193798449612403, 0.1802325581395349, 0.2412790697674418, 0.1411960132890365, 0.2325581395348837, 0.1661129568106312, 0.5116279069767443, 1.0, 0.7282741738066096, 0.738372093023256, 0.5722154222766219, 0.6976744186046513]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,6,0.8397787950551812,0.0003283036133609,"[0.0737472207969899, 0.0, 0.2195997947665469, 0.306310928681375, 0.2536402399108295, 0.4166239096972806, 0.2729604925602873, 0.586454592098512, 1.0, 0.732683427398666, 0.7331965110312982, 0.5358113372479715, 0.7398665982555157]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,7,0.8218587048025421,0.0005671216718471,"[0.1586823615293364, 0.0, 0.1387900355871885, 0.2633451957295373, 0.2734738571037502, 0.4251143873919674, 0.2633451957295373, 0.5336205281887993, 1.0, 0.5831215048296898, 0.6583629893238433, 0.5304524656837823, 0.746144721233689]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,8,0.829062056738792,0.0004586332221389,"[0.1451489985344406, 0.0, 0.1670737664875427, 0.2453765091771931, 0.2844357596482656, 0.3813059762253703, 0.2822248586782049, 0.5559554549714363, 1.0, 0.5188731476958149, 0.6717645534031884, 0.5761928024751669, 0.717772349780166]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,9,0.8406231977929761,0.0003194460882812,"[0.1544364162284223, 0.0, 0.1357738207993938, 0.2290206478499715, 0.4268907845449711, 0.3994659408513705, 0.4426027656753171, 0.609301003978026, 1.0, 0.5165385522909377, 0.666603523394582, 0.5522775552729142, 0.8505007862840782]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,10,0.8091979268460958,0.0008061457777461,"[0.2273857202043916, 0.0, 0.1218650265894553, 0.2690236155227177, 0.4120777880345108, 0.3252017282537928, 0.3939989872485382, 0.5720241218984484, 1.0, 0.5893049499871761, 0.6861427979560831, 0.4878740025098623, 0.8031663130406395]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,11,0.8047322157254637,0.0009071682471779,"[0.297391679151009, 0.0, 0.1466699057173622, 0.2597105864432598, 0.4834244202104066, 0.3020005984114896, 0.4293602437166795, 0.6320830159939073, 1.0, 0.5797927320204549, 0.8100152322924601, 0.5216486662568018, 0.8502433855425675]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,12,0.7758455279388679,0.0018250009891509,"[0.2782680847853965, 0.0, 0.2052676329266604, 0.3187564846481959, 0.5908576601040961, 0.4134419551934827, 0.4742701968771214, 0.6888905967797719, 1.0, 0.5378633586372895, 0.813703262498559, 0.487173157234257, 0.8989517741362881]",Method C,Intervals,
Experimental_methods ,all_ranges,True,False,True,0,normed_values_normed_weighted_modulations,13,0.7847506106475772,0.0014875475789838,"[0.3498891555250828, 0.0, 0.2532707005858128, 0.3493858766371401, 0.6119968003656725, 0.3943628117377718, 0.4591859291022481, 0.7100690796627851, 1.0, 0.6248398940742178, 0.8862166904427513, 0.5117844917102644, 0.9855845496172766]",Method C,Intervals,
