method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,cap,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,compared_with,cleaned_method_name
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,12,0.254759988968126,0.400914927104461,"[0.0961374765460326, 0.096137476546033, 0.0, 0.1561504992781081, 0.1288075066577064, 0.1226287978602947, 0.1226287978602947, 0.1288075066577067, 0.833320375129694, 0.0, 0.833320375129694, 1.0, 0.0252519786381097]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,13,0.2462558220129073,0.4173490064929783,"[0.1071968967886691, 0.1071968967886691, 3.3079089223889427e-16, 0.1884329611836417, 0.1255696393916004, 0.1521446539321713, 0.1521446539321716, 0.1255696393916004, 0.8270902083922086, 0.0, 0.8270902083922086, 1.0, 0.0284489163433242]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,14,0.2470746396908527,0.415752072177695,"[0.1012990932824572, 0.1012990932824572, 0.0, 0.1756648692705823, 0.1038106369714562, 0.1652441337241908, 0.1652441337241908, 0.1038106369714562, 0.8321438678333445, 0.0, 0.8321438678333448, 1.0, 0.0229436404452754]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,15,0.2448448035977541,0.4201081484238244,"[0.0928009884066311, 0.0928009884066315, 0.0, 0.210277760851511, 0.1268225787645882, 0.1758223746035463, 0.1758223746035463, 0.1268225787645882, 0.8175021916981673, 0.0, 0.8175021916981673, 1.0, 0.0161930209909845]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,16,0.2464220553895028,0.4170245527054713,"[0.0917089421114144, 0.091708942111414, 0.0, 0.1714221059023037, 0.1028046823372891, 0.1655503328555607, 0.1655503328555607, 0.1028046823372887, 0.8285051635395081, 0.0, 0.8285051635395076, 1.0, 0.0115029938976951]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,17,0.2436906718912229,0.4223717651660655,"[0.1009171442294175, 0.1009171442294175, 0.0, 0.1814378160374136, 0.1066968342122365, 0.1685613267828246, 0.1685613267828246, 0.1066968342122365, 0.8171731901337306, 0.0, 0.8171731901337306, 1.0, 0.0181843557329231]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,18,0.257676776326514,0.3953561253501078,"[0.098805886109548, 0.0988058861095485, 4.726766978978974e-16, 0.1685798220607507, 0.1117486813325371, 0.1595859131728715, 0.1595859131728715, 0.1117486813325371, 0.8133015212795265, 0.0, 0.8133015212795265, 1.0, 0.0365978428272703]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,19,0.2462337502335846,0.4173920956959066,"[0.0935907969596229, 0.0935907969596234, 0.0, 0.1658773954630408, 0.0902874288959274, 0.1596432479695824, 0.1596432479695824, 0.0902874288959274, 0.8216117414942928, 0.0, 0.8216117414942933, 1.0, 0.0125464370922558]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,20,0.2463079010557253,0.4172473450856896,"[0.1055346087968268, 0.1055346087968268, 0.0, 0.1884582423312675, 0.1178560491199347, 0.1709962366829514, 0.1709962366829514, 0.1178560491199347, 0.8046769812656684, 0.0, 0.8046769812656684, 1.0, 0.0283768835532292]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,21,0.2473483092882927,0.4152190258164547,"[0.1019124693846503, 0.1019124693846503, 5.380345504176343e-16, 0.1652772531772444, 0.1105274833704701, 0.1632423222750117, 0.1632423222750117, 0.1105274833704701, 0.8084341116177949, 0.0, 0.8084341116177943, 1.0, 0.0225363286376633]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,22,0.2439485550115816,0.4218654451558646,"[0.113534302852361, 0.113534302852361, 5.51429369660537e-16, 0.1599786086978847, 0.1162257786840282, 0.1658116531628715, 0.1658116531628715, 0.1162257786840282, 0.7980998968865624, 0.0, 0.7980998968865618, 1.0, 0.0283200428445366]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,23,0.2455202289864658,0.4187862617636851,"[0.1212102658220644, 0.1212102658220644, 5.61632143034885e-16, 0.1545223858638305, 0.1312122451557497, 0.1711038316767505, 0.1711038316767511, 0.1312122451557497, 0.7920111018305114, 0.0, 0.7920111018305114, 1.0, 0.037981611772597]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,24,0.2404167798087608,0.4288260402562354,"[0.1308374188828973, 0.1308374188828973, 0.0, 0.144441869372262, 0.1354489599487264, 0.1728934303979441, 0.1728934303979441, 0.1354489599487264, 0.7858263401201689, 0.0, 0.7858263401201678, 1.0, 0.0384823147557249]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,25,0.2361792241772929,0.437252387635062,"[0.1359099970531054, 0.1359099970531054, 0.0, 0.1345930191016469, 0.1344776183621029, 0.1653619691919705, 0.1653619691919705, 0.1344776183621035, 0.77619399942404, 0.0, 0.77619399942404, 1.0, 0.0356211087004606]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,26,0.2395063674360596,0.4306295338468446,"[0.1335051764936875, 0.1335051764936881, 0.0, 0.1255188271673583, 0.117607388479334, 0.1585706195924633, 0.1585706195924633, 0.117607388479334, 0.7791849257362085, 0.0, 0.7791849257362085, 1.0, 0.0370765987512554]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,27,0.2335211619857168,0.442579199005211,"[0.137515897756304, 0.1375158977563046, 0.0, 0.1258883914415819, 0.120411027916273, 0.1626733646420664, 0.1626733646420657, 0.120411027916273, 0.7731463414339695, 0.0, 0.7731463414339689, 1.0, 0.0321356461321686]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,28,0.226069292761125,0.4576805040711338,"[0.141771735183969, 0.141771735183969, 0.0, 0.123852117969486, 0.1219965779800523, 0.1704693515628153, 0.1704693515628146, 0.1219965779800523, 0.7699082529228931, 6.591304674547197e-16, 0.7699082529228931, 1.0, 0.0249873253883109]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,29,0.226686060303156,0.4564213161691501,"[0.1434378179743398, 0.1434378179743405, 0.0, 0.1251241969671411, 0.124307714005678, 0.1728321701232935, 0.1728321701232935, 0.124307714005678, 0.7626481813539624, 0.0, 0.7626481813539631, 1.0, 0.0284079184869147]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,30,0.2298552916047178,0.4499774234370952,"[0.1438446954777615, 0.1438446954777615, 0.0, 0.1287943881867266, 0.1255980035981732, 0.1747675755443957, 0.1747675755443957, 0.1255980035981732, 0.7576479117534415, 0.0, 0.7576479117534415, 1.0, 0.0347263364660183]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,31,0.2296911122114743,0.4503101554645827,"[0.1463229161454237, 0.146322916145423, 0.0, 0.1268536415340448, 0.1255542669412232, 0.1727609662526226, 0.1727609662526233, 0.1255542669412232, 0.7508127881282533, 0.0, 0.7508127881282525, 1.0, 0.0370872943039604]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,32,0.2284363141341016,0.4528571100316642,"[0.1561761642216652, 0.1561761642216652, 0.0, 0.1221999112840089, 0.1290125430628689, 0.1891874837636555, 0.1891874837636562, 0.1290125430628689, 0.744462528978817, 0.0, 0.744462528978817, 1.0, 0.046156856090598]",numbered_rankings,Method E
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,2,-0.0256524429109074,0.9337051681430276,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,3,-0.0256524429109075,0.9337051681430276,"[1.0, 1.0, 1.4802973661668697e-15, 1.4802973661668697e-15, 1.0, 1.0, 1.0, 1.0, 1.4802973661668697e-15, 1.4802973661668697e-15, 0.0, 1.0, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,4,0.000631975597227,0.998365143690898,"[0.8571428571428575, 0.8571428571428575, 0.1428571428571425, 0.1428571428571425, 0.8571428571428575, 0.8571428571428575, 0.8571428571428575, 0.8571428571428575, 0.0, 0.1428571428571425, 0.0, 0.714285714285715, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,5,0.0840331650765134,0.7849002784356567,"[0.8200000000000001, 0.8200000000000001, 0.1999999999999988, 0.0, 0.700000000000001, 0.6199999999999998, 0.6199999999999998, 0.700000000000001, 0.0999999999999987, 0.1999999999999988, 0.1000000000000001, 0.7199999999999999, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,6,0.0662053110373188,0.829854380537992,"[0.8411764705882353, 0.8411764705882353, 0.1764705882352937, 0.0, 0.735294117647061, 0.6647058823529405, 0.6647058823529426, 0.7352941176470589, 0.0882352941176474, 0.1764705882352937, 0.0882352941176474, 0.752941176470589, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,7,0.0407453220511064,0.8948579787721604,"[0.8457142857142849, 0.8457142857142849, 0.1999999999999993, 0.0285714285714269, 0.7428571428571432, 0.6742857142857144, 0.6742857142857144, 0.7428571428571432, 0.0, 0.1999999999999993, 0.0, 0.7600000000000005, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,8,0.0192363454150154,0.9502651199457492,"[0.9216216216216224, 0.9216216216216238, 0.1621621621621631, 0.0, 0.8243243243243256, 0.759459459459462, 0.7594594594594606, 0.8243243243243241, 0.0405405405405397, 0.1621621621621631, 0.0405405405405382, 0.9081081081081066, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,9,0.0379862621446301,0.9019457312320628,"[0.9216216216216212, 0.9216216216216212, 0.1621621621621607, 0.0, 0.8243243243243252, 0.7594594594594605, 0.7594594594594605, 0.8243243243243252, 0.0765765765765761, 0.1621621621621607, 0.0765765765765761, 0.9891891891891887, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,10,0.0560473917627409,0.8556919700637932,"[0.9096916299559464, 0.9096916299559464, 0.1982378854625551, 0.0, 0.7907488986784146, 0.7114537444933933, 0.7114537444933933, 0.7907488986784146, 0.1284875183553606, 0.1982378854625551, 0.1284875183553606, 0.9647577092511032, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,11,0.0626531306778759,0.8388730612529469,"[0.8959861057506763, 0.8959861057506763, 0.2103434967194128, 0.0, 0.7813585488228482, 0.745465071401003, 0.745465071401003, 0.7813585488228482, 0.1431236330888977, 0.2103434967194128, 0.1431236330888977, 1.0, 0.9830181397143968]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,12,0.0528739797887916,0.8637922365836042,"[0.8944298080541957, 0.8944298080541957, 0.2051185547610098, 0.0, 0.7826496048174615, 0.7476477229958607, 0.7476477229958607, 0.7826496048174615, 0.0691883076151063, 0.2051185547610098, 0.0691883076151063, 0.9751599548362806, 1.0]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,13,0.0207898437647661,0.9462536177695536,"[0.8828500306514825, 0.8828500306514825, 0.1989745685571499, 0.0, 0.7624101354238253, 0.7681577529676195, 0.7681577529676195, 0.7624101354238253, 0.1214944300991368, 0.1989745685571499, 0.1214944300991368, 1.0, 0.8958666939124292]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,14,0.0068572723783398,0.9822621773836416,"[0.9003766753826195, 0.9003766753826195, 0.1958529137486526, 0.0, 0.7818263270493165, 0.8314121669805636, 0.8314121669805636, 0.7818263270493165, 0.0829813429879261, 0.1958529137486548, 0.0829813429879261, 1.0, 0.9131891239554604]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,15,0.0072962989705388,0.9811267157685148,"[0.9108439413055536, 0.9108439413055536, 0.2326062801813806, 0.0, 0.7570123891951691, 0.80326036619391, 0.80326036619391, 0.7570123891951691, 0.1315939477147955, 0.2326062801813806, 0.1315939477147955, 1.0, 0.90733386025459]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,16,0.0069410368723059,0.9820455334752358,"[0.8726440114438859, 0.8726440114438876, 0.215113890278222, 0.0, 0.7303808550226667, 0.7731509050915623, 0.7731509050915606, 0.7303808550226651, 0.140633540131416, 0.215113890278222, 0.140633540131416, 1.0, 0.8504622122476199]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,17,-0.0129178790778034,0.9665911095819144,"[0.8740099460073072, 0.8740099460073072, 0.2116313453124347, 0.0, 0.7213719036074182, 0.8161344853468803, 0.8161344853468803, 0.7213719036074182, 0.1122594109115187, 0.2116313453124347, 0.1122594109115187, 1.0, 0.8295869448119264]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,18,-0.0033939761399285,0.9912202768877418,"[0.8642681027919454, 0.8642681027919454, 0.2169617682513683, 0.0, 0.7012385637213939, 0.787871402091457, 0.787871402091457, 0.7012385637213939, 0.1352486217706719, 0.2169617682513683, 0.1352486217706693, 1.0, 0.82365617969076]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,19,-0.0208898321845416,0.9459954629148806,"[0.8596816929991159, 0.8596816929991159, 0.2175174706441183, 0.0, 0.6907235570161264, 0.7804203702948157, 0.7804203702948157, 0.6907235570161286, 0.1441015193021914, 0.2175174706441183, 0.1441015193021914, 1.0, 0.782921743873504]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,20,-0.0099081415977439,0.9743724085267196,"[0.8571287663593258, 0.8571287663593237, 0.2259013788801382, 0.0, 0.684889591735541, 0.7840852208276187, 0.7840852208276187, 0.6848895917355431, 0.1485134939588252, 0.2259013788801382, 0.1485134939588252, 1.0, 0.798485753451197]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,21,-0.0244457918817631,0.9368178472302294,"[0.8455791453910232, 0.8455791453910232, 0.2225324555810125, 0.0, 0.6731935658675299, 0.7822596444855777, 0.7822596444855777, 0.6731935658675299, 0.1503232438698762, 0.2225324555810125, 0.1503232438698762, 1.0, 0.7578548238859683]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,22,-0.0176308871916697,0.9544119280618532,"[0.8415782239594402, 0.8415782239594402, 0.2289415875463019, 0.0, 0.6647951401634354, 0.777862261032517, 0.777862261032517, 0.6647951401634354, 0.1670160907044756, 0.2289415875463019, 0.1670160907044756, 1.0, 0.759068746173298]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,23,-0.0247957776223418,0.9359149364645588,"[0.8532937986251822, 0.8532937986251822, 0.2390863001071625, 0.0, 0.6578561323912896, 0.7883280585978688, 0.7883280585978688, 0.6578561323912896, 0.1669240675420987, 0.2390863001071625, 0.1669240675420987, 1.0, 0.7625056648751127]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,24,-0.0265482234812587,0.931394969877558,"[0.8450975812316164, 0.8450975812316164, 0.238313491842225, 0.0, 0.6579182144304041, 0.7828769954232907, 0.7828769954232936, 0.6579182144304041, 0.1654944677056464, 0.238313491842225, 0.1654944677056464, 1.0, 0.7497229272663444]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,25,-0.0253883987652318,0.9343862241371222,"[0.8404787750816199, 0.8404787750816199, 0.2450767914067315, 0.0, 0.6484782658022444, 0.7866206722415964, 0.7866206722415937, 0.6484782658022444, 0.1750697106485674, 0.2450767914067341, 0.1750697106485674, 1.0, 0.7437341845313541]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,26,-0.0355062303809633,0.9083224183200044,"[0.8349072659987976, 0.8349072659987976, 0.2400667284655603, 0.0, 0.6446901069466054, 0.7954601526845589, 0.7954601526845589, 0.644690106946608, 0.1735721551872451, 0.2400667284655603, 0.1735721551872451, 1.0, 0.7209867532715265]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,27,-0.0362557765050085,0.9063946266435612,"[0.8255963148727873, 0.8255963148727873, 0.2425958219087073, 0.0, 0.6292348931029864, 0.7750383022888028, 0.7750383022888028, 0.6292348931029864, 0.1946220790497799, 0.2425958219087096, 0.1946220790497799, 1.0, 0.6999264274671538]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,28,-0.0401904526689464,0.8962828221432307,"[0.8374986969575452, 0.8374986969575432, 0.248792354668892, 0.0, 0.6290048222489449, 0.7891963910652612, 0.7891963910652612, 0.6290048222489449, 0.1898275209623186, 0.248792354668892, 0.1898275209623186, 1.0, 0.7108731884779876]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,29,-0.0473818036490397,0.8778398367790602,"[0.8289451295775726, 0.8289451295775745, 0.2380620867762416, 0.0, 0.622869742972188, 0.7855004084848327, 0.7855004084848347, 0.622869742972186, 0.1815807875126222, 0.2380620867762396, 0.1815807875126222, 1.0, 0.6898210288672845]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,30,-0.0499990441189618,0.8711412477373918,"[0.8275985931442851, 0.8275985931442851, 0.2385963397935643, 0.0, 0.6219483412813905, 0.7780552540971382, 0.7780552540971399, 0.6219483412813888, 0.1858751876412668, 0.2385963397935662, 0.1858751876412668, 1.0, 0.6821175616830591]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,31,-0.0532274861094308,0.8628892761230349,"[0.8215093687348314, 0.8215093687348297, 0.2367668033253304, 0.0, 0.6159569697721412, 0.7818992634547457, 0.7818992634547474, 0.6159569697721412, 0.1862478772539598, 0.2367668033253304, 0.1862478772539598, 1.0, 0.6695589861032981]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,True,False,0,normed_values_only_modulations,32,-0.0527964133047436,0.863990384907415,"[0.8182530891111074, 0.8182530891111074, 0.2385960323390285, 0.0, 0.6088308920087836, 0.7735311132239483, 0.7735311132239483, 0.608830892008782, 0.1976416636838351, 0.2385960323390285, 0.1976416636838351, 1.0, 0.6623247083107799]",numbered_rankings,Method D
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,2,0.0914499102645637,0.7663700564365151,"[0.2413793103448275, 0.2413793103448275, 0.160919540229885, 0.5517241379310344, 0.2413793103448275, 0.4655172413793103, 0.4655172413793103, 0.2413793103448275, 0.9195402298850572, 0.160919540229885, 0.9195402298850572, 1.0, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,3,0.3048920379453295,0.311097076104296,"[0.0, 0.0, 0.1473214285714286, 0.3348214285714286, 0.2031250000000001, 0.0781250000000001, 0.0781250000000001, 0.2031250000000001, 0.9910714285714286, 0.1473214285714286, 0.9910714285714286, 1.0, 0.0468750000000001]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,4,0.2353589109463867,0.4388929316299809,"[0.0934707903780069, 0.0934707903780068, 0.0461626575028638, 0.2337915234822452, 0.1560137457044673, 0.1848797250859107, 0.1848797250859107, 0.1560137457044673, 0.8901489117983964, 0.0461626575028636, 0.8901489117983964, 1.0, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,5,0.084428749433748,0.7839092102138814,"[0.2441983122362868, 0.2441983122362868, 0.1057489451476792, 0.4840939373750831, 0.2987869198312236, 0.4517405063291139, 0.4517405063291139, 0.2987869198312237, 0.8227848101265821, 0.1057489451476792, 0.8227848101265821, 1.0, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,6,0.1416037550082032,0.6444739192502164,"[0.2006606110652351, 0.2006606110652351, 0.1409769421330112, 0.4057422346439687, 0.2767960363336085, 0.3438480594549959, 0.3438480594549957, 0.2767960363336084, 0.8780537381693452, 0.1409769421330114, 0.8780537381693452, 1.0, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,7,0.2285884559914793,0.4525479264031822,"[0.1078735915452597, 0.1078735915452597, 0.1206418345240687, 0.2382906464358993, 0.1989087699590789, 0.1990577824646668, 0.199057782464667, 0.1989087699590789, 0.9136749267628096, 0.1206418345240687, 0.91367492676281, 1.0, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,8,0.2262706132331318,0.4572693064079574,"[0.1240218915373826, 0.1240218915373826, 0.0476056275956765, 0.1257360095842161, 0.1843732277492283, 0.184895117546979, 0.1848951175469787, 0.1843732277492283, 0.8614788501260076, 0.0476056275956768, 0.8614788501260076, 1.0, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,9,0.3688517289989622,0.2148915223277381,"[0.1586673997326834, 0.1586673997326831, 0.0649486221834618, 0.0, 0.2462533059065528, 0.0456729356450188, 0.0456729356450185, 0.2462533059065528, 0.8313253012048194, 0.0649486221834621, 0.8313253012048194, 1.0, 0.2586806707554049]",numbered_rankings,Method C
Experimental_methods ,all_ranges,weight_interval_sum,False,True,0,normed_values_normed_weighted_modulations,10,0.3622843432935446,0.2238002462489786,"[0.0875976558030953, 0.0875976558030953, 0.0, 0.1063938205019443, 0.2010499455887996, 0.062165336956519, 0.062165336956519, 0.2010499455887996, 0.7830600272025424, 0.0, 0.7830600272025424, 1.0, 0.1862028931390108]",numbered_rankings,Method C
