method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,cleaned_method_name
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,11,0.8871321741997855,5.257431464103664e-05,"[0.10013060240819287, 0.0, 0.08876431171041199, 0.17809768932106237, 0.2846678625269275, 0.3405455597669274, 0.2593118309918304, 0.5719099104296574, 1.0, 0.735923236702946, 0.7542058060994373, 0.6901562447318195, 0.7497304900546329]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,12,0.023891553487986,0.938247841157451,"[0.9849971585527565, 0.0, 0.4603794008605523, 0.5912375179281792, 0.7037588287825081, 0.1378183097448108, 0.505387925202284, 0.685005276973453, 0.5278921873731501, 0.12645252076962665, 0.7088734338213405, 0.09644683787513882, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,12,0.8260478263264146,0.0005018217187926,"[0.2646180541909895, 0.0, 0.17483804070823736, 0.28490203843491246, 0.4368030762440559, 0.32265858104615275, 0.3393802166309443, 0.6840749350802464, 1.0, 0.5774046004601063, 0.8516183837021942, 0.5310620236824841, 0.979504403055687]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,12,0.8864322934077604,5.431682947486664e-05,"[0.09646048802199474, 0.0, 0.11098166409313988, 0.20081090400727863, 0.33091334632458547, 0.3806327867761192, 0.2826865248598131, 0.5928846725911899, 1.0, 0.7095791967861311, 0.7567214895272313, 0.6649525911013969, 0.7654615288883254]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,13,0.0321765459470399,0.9168916398129704,"[0.9755056126247759, 0.0, 0.4849973990369141, 0.6057535454930348, 0.6989387148553032, 0.16426292087002056, 0.5034569373486776, 0.7093222051556703, 0.5472983408391165, 0.13399647006664145, 0.7313477906412971, 0.10630716259899654, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,13,0.8172230296864476,0.0006470254888233,"[0.30268294998057804, 0.0, 0.19638708327948345, 0.2989483166265355, 0.4453237899978496, 0.3177704568975273, 0.33612102085186474, 0.6877575934263447, 0.9911021862482153, 0.5906725248158968, 0.8743925344723056, 0.5281516565591375, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,13,0.8891397807448316,4.7823228349992e-05,"[0.11987372887784621, 0.0, 0.12276148011472388, 0.20606559275250913, 0.3375121232436109, 0.37288099467901326, 0.27749910169947567, 0.59207841089267, 1.0, 0.7432036341335204, 0.7805051282132299, 0.6754536619310554, 0.7909633834557809]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,14,0.0331304140241041,0.914435897486191,"[0.9770666737648377, 0.0, 0.48880833104621113, 0.6142135832369026, 0.701459933044587, 0.16999711157209318, 0.5060914174843058, 0.7111816691660137, 0.5378799514686555, 0.14165958348365965, 0.7577281633231524, 0.09953206029080672, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,14,0.800211427138126,0.0010193291970421,"[0.3324847500217022, 0.0, 0.211758793609848, 0.31617350086010326, 0.4640720333093605, 0.3197732912990735, 0.3350442088953944, 0.6843974543296654, 0.9886947246190386, 0.5756432488362989, 0.9031376355786406, 0.5183568218310692, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,14,0.8828290791230027,6.403600464390457e-05,"[0.13036978929099707, 0.0, 0.1291054717438805, 0.21088424888014234, 0.34486400886246205, 0.37196003038406494, 0.2661711708703378, 0.5782052217799043, 1.0, 0.7217795938730294, 0.7907543907822413, 0.6689155022103181, 0.7795866486526993]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,15,0.0329550434601195,0.9148873387902005,"[0.9787530142886282, 0.0, 0.49036993936097767, 0.6065538532906236, 0.7074000535873537, 0.18585180564053608, 0.4972323198391851, 0.7164069279650009, 0.5358332100291, 0.14458654424222545, 0.7515246401849164, 0.10555675527242256, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,15,0.7792082244584028,0.0016912077498887,"[0.37103949882867016, 0.0, 0.2165924350504067, 0.3418420573293677, 0.46801556158037444, 0.31516011686978496, 0.3434402042589036, 0.6902731278460689, 0.9635907030612516, 0.5689559316680267, 0.8951790897844228, 0.4896106130399307, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,15,0.8772732363588979,8.170812257869566e-05,"[0.1613968207998418, 0.0, 0.13174766641159927, 0.2416802995008714, 0.34970535901518107, 0.369648521921355, 0.28146966695798314, 0.5933182643167048, 1.0, 0.735390498908674, 0.8030945297044405, 0.6487309764492378, 0.7944871386082816]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,16,0.0271131323535935,0.9299383357318896,"[1.0, 0.0, 0.4853564381997871, 0.6119505955190839, 0.707694953243114, 0.1891179660596513, 0.49187164858362464, 0.7281228524674397, 0.5448077329523089, 0.14994032786138298, 0.7614639480301866, 0.10021660416806395, 0.9973688573449881]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,16,0.7647445083784774,0.0023262680704755,"[0.4036458511836304, 0.0, 0.22559532368009536, 0.34108786412324965, 0.47960029665039355, 0.3295204456164264, 0.34079997452878746, 0.6945764772137086, 0.9547859211524018, 0.5547561506589761, 0.8995358601614216, 0.48705097101899236, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,16,0.8762106853964602,8.549373532713192e-05,"[0.18456194343730373, 0.0, 0.1422326388255863, 0.23826876069064062, 0.36388939418579636, 0.39298370559221096, 0.2812089145581146, 0.5994073992527659, 1.0, 0.7249404889432622, 0.8139089164936578, 0.6594286504381015, 0.8057102059793909]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,17,0.0322172105023212,0.9167869345323147,"[0.9961461660178696, 0.0, 0.48883069554445835, 0.6239351814365675, 0.7081260060883704, 0.19524154594515536, 0.48151503148886915, 0.727441926094795, 0.5450457982874071, 0.15255940363877807, 0.776936418796245, 0.10554235804174597, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,17,0.7501877610866823,0.0031390841892387,"[0.42202965858341995, 0.0, 0.23216639451005025, 0.35167051678640643, 0.4880561609706587, 0.32250946913533163, 0.33775441811739615, 0.696627829796127, 0.927077863472411, 0.5497694674735634, 0.9003008249485429, 0.46660474978580463, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,17,0.875287606773277,8.8895192286102e-05,"[0.19608141521369027, 0.0, 0.14544344266293394, 0.24508336717583012, 0.37655416787690027, 0.39329525033513835, 0.2839450115782127, 0.6156969582699935, 1.0, 0.7454781019668512, 0.8294542777958414, 0.6533304826372497, 0.824121094792936]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,18,0.0364120234054077,0.9059928272895496,"[0.9963692342892391, 0.0, 0.48556941069775045, 0.6199071948642579, 0.7137348036253277, 0.19768833556745444, 0.47867719314825385, 0.7319326762779463, 0.5512268515640096, 0.15747672825213826, 0.7785623203688001, 0.10866693028464935, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,18,0.7414496479094793,0.0037232784632299,"[0.44186254065869285, 0.0, 0.23533807499054443, 0.3587646601127518, 0.5049122964198962, 0.3243610213875443, 0.3521793393574508, 0.7025311089642268, 0.915556406072308, 0.540914771388462, 0.9016695732648908, 0.46765866460489264, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,18,0.8788979873383725,7.618003012279611e-05,"[0.21038412670546539, 0.0, 0.14727507839679657, 0.25308280494324337, 0.3947734353352843, 0.40217968678041444, 0.3045466320159272, 0.6269328883447282, 1.0, 0.7468117390145881, 0.8417923295769482, 0.6690427918163533, 0.8333117717708981]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,19,0.025789584013168,0.9333514528641786,"[1.0, 0.0, 0.48419977352681154, 0.6184832739011745, 0.7074073963009057, 0.20066781836683342, 0.466972031960339, 0.7384058714255027, 0.5413595261789784, 0.15293154960072064, 0.7775322312224592, 0.09792154070039624, 0.9873974466685929]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,19,0.7259013987812205,0.0049671519265216,"[0.45194066385467824, 0.0, 0.23925356285383612, 0.3608185039905822, 0.50296846328356, 0.3255879670795409, 0.33431580495000907, 0.7038776472324179, 0.9105516164190053, 0.5312728680674335, 0.901001646339172, 0.44875552230935256, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,19,0.8736420541972234,9.522694946880571e-05,"[0.20186812343252758, 0.0, 0.14269380550294009, 0.24466167198296104, 0.3838184373317112, 0.40194814755953967, 0.27787831286764425, 0.6164577542536966, 1.0, 0.7405703662867121, 0.8350417498810484, 0.6526911064884424, 0.8302010274910028]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,20,0.0337101984884081,0.9129435772788684,"[1.0, 0.0, 0.4824174737505671, 0.6206983917473963, 0.7169908100378601, 0.20739450003631296, 0.4705763839370768, 0.7419664010136998, 0.5471378984137436, 0.1618637318351651, 0.7924013374627259, 0.1010485569916695, 0.9925704064944695]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,20,0.7141920554781783,0.006098070044974,"[0.46900515374953894, 0.0, 0.24251844253327118, 0.3705117880044097, 0.5068059852334951, 0.31359192409483644, 0.34432882392658887, 0.7068541234856827, 0.8989064772957422, 0.5297342609230989, 0.8990412777060238, 0.438512518917368, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,20,0.8726864659505547,9.906616564274686e-05,"[0.21697962185125055, 0.0, 0.14590431785819305, 0.2557377336722065, 0.3863391511496359, 0.387467377773048, 0.2915779019925147, 0.6263957021484119, 1.0, 0.7485998015123708, 0.8370728688286986, 0.6495913334084362, 0.8392636429767084]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,21,0.0327818268836251,0.915333258346789,"[1.0, 0.0, 0.48070021453333445, 0.6225365762187551, 0.7103425243634462, 0.21339329565518916, 0.4606186974195155, 0.7451632485790028, 0.5425237376664659, 0.16192737061448162, 0.7933407053324432, 0.0965255996581622, 0.992902956858683]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,21,0.6940719200739308,0.0084907497071856,"[0.49552369667763974, 0.0, 0.24980950771754512, 0.3783776571231549, 0.5120870577641162, 0.32215806119806145, 0.34462462196203286, 0.7124486162425548, 0.8913330055277354, 0.5136502072599475, 0.8981201429923112, 0.42897583059256894, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,21,0.8663456121327908,0.0001277918864489,"[0.23894728001884624, 0.0, 0.15178301197412566, 0.26027741366460405, 0.3924014164870252, 0.399184089517567, 0.29433250440305164, 0.6310082260281777, 1.0, 0.7313189440956775, 0.8373507669666553, 0.64505836202615, 0.8393955868748653]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,22,0.0318054327476587,0.9178472588469584,"[1.0, 0.0, 0.47405496662926566, 0.6134177157986263, 0.7061399683630231, 0.21240088273838495, 0.4549674552598065, 0.7392371176267024, 0.5411546291912975, 0.16032475126886395, 0.7916610191231985, 0.09816027237835277, 0.9813452308952526]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,22,0.6860910766335896,0.0096156984348251,"[0.5013805568758423, 0.0, 0.2487010938856557, 0.37590769781917865, 0.5166769204826064, 0.3185449823833143, 0.34245422307319884, 0.7202625424721569, 0.8726062938191952, 0.5077437325826841, 0.9040113359529451, 0.4175658345788168, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,22,0.8688997123398237,0.0001155155931553,"[0.23955967022346847, 0.0, 0.15036351394401806, 0.2601735945600298, 0.4028886004713687, 0.4039455144156846, 0.29642315292808674, 0.6548419758720879, 1.0, 0.7454621366316277, 0.862520803024541, 0.645518245093113, 0.8607696284476569]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,23,0.0351271141022713,0.9092976613632546,"[1.0, 0.0, 0.4780049430565734, 0.6164830943110319, 0.7145064229281989, 0.21923045099375912, 0.45237477711367463, 0.746317947827778, 0.5390144941716807, 0.1659837758322976, 0.8032374250950002, 0.1000705514947735, 0.9855535508063339]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,23,0.6635094161046536,0.0134157023644204,"[0.5261671822257254, 0.0, 0.25351462935355057, 0.3795667540390646, 0.5171581201316009, 0.3109702298595677, 0.345372039458497, 0.7190153789860246, 0.8647963815898324, 0.49011587585310773, 0.8967410187102526, 0.402653560388689, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,23,0.8591729406894292,0.0001679223395878,"[0.26441742883540786, 0.0, 0.15224300217026818, 0.26099589687931907, 0.39771887834263836, 0.3906242730371778, 0.30150068458397244, 0.6512805444188188, 1.0, 0.7209981142278249, 0.8505312422942861, 0.6271453538607711, 0.8623124601220067]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,24,0.0369750498107258,0.9045451387248976,"[1.0, 0.0, 0.4745223154854494, 0.6192525835172378, 0.713557962509426, 0.21913911620215393, 0.4498642820665104, 0.749516088270517, 0.5370137178018566, 0.16198236185316453, 0.804276653448698, 0.10178108808070462, 0.989313406089138]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,24,0.6499838726672603,0.0161767821446876,"[0.5369909204045755, 0.0, 0.26728717309700545, 0.3934897850089444, 0.528929063501102, 0.3164070589708532, 0.35316620463765325, 0.734253967750472, 0.864769165758532, 0.4837259151211495, 0.9021307236051239, 0.398154519626198, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,24,0.853277264986269,0.0002079270664857,"[0.2712477103038183, 0.0, 0.17049899825179987, 0.27459668762811146, 0.40966778217153743, 0.3983322322390832, 0.3113305010362751, 0.6658626950011204, 1.0, 0.71382980955848, 0.8534671600293146, 0.6186570407954092, 0.8555639419182055]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,25,0.034948957259925,0.909755994557718,"[1.0, 0.0, 0.47083416115609666, 0.6162353355302059, 0.7110343204087436, 0.22291541677937332, 0.44400501199094206, 0.7454907588267362, 0.5374309386905407, 0.16246360077153071, 0.8061718104969104, 0.09950027151733519, 0.9805263719583334]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,25,0.6307695079532092,0.0208044350624214,"[0.5507503796123863, 0.0, 0.26505512169429385, 0.3974662265307243, 0.5347703342988464, 0.3115439053827827, 0.3447580481806522, 0.7417031895548609, 0.8580038330633084, 0.4693631602076393, 0.9018216651909386, 0.3834389610941613, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,25,0.8470510079262714,0.0002580592286778,"[0.2731346213851678, 0.0, 0.160874858236697, 0.27319102325527084, 0.41190432538910754, 0.3909533984562583, 0.2977578236660228, 0.6769394579509924, 1.0, 0.7016537209082352, 0.8532873786145678, 0.6069799678123418, 0.8601117135345662]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,26,0.0371262812288596,0.9041563291841376,"[1.0, 0.0, 0.4767232325640008, 0.6233272424895766, 0.711952878019521, 0.22911787603242273, 0.4449338133947502, 0.7522796908440976, 0.5409067104737102, 0.16577168954758498, 0.815933729010651, 0.1003440002134648, 0.9839701199340454]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,26,0.619449769978782,0.0239541892198501,"[0.5626464140089834, 0.0, 0.2675242676028742, 0.39768623775031353, 0.5382961004525884, 0.31198553786045335, 0.3386858760953381, 0.7340616673862612, 0.8473886568283546, 0.46268570743338977, 0.8966474995727289, 0.37644732285141674, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,26,0.8433764906495433,0.0002918744860861,"[0.2886843584793095, 0.0, 0.16142417874529327, 0.27121165807882447, 0.4209431458365999, 0.3942747249627396, 0.2911650569885497, 0.6719377508215233, 1.0, 0.701839356448281, 0.8531876790594213, 0.6067899811379764, 0.8713342966302119]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_only_modulations,27,0.0404064471817319,0.8957281377916885,"[1.0, 0.0, 0.476386768965309, 0.6209879675132762, 0.7127239193990226, 0.23479462064782042, 0.44043846263458875, 0.7584926133268689, 0.5440242877496133, 0.16878233824373298, 0.8173531547806592, 0.10108914624613986, 0.9870802042128791]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_weighted_modulations_only,27,0.6069418173440366,0.02783032832274,"[0.5729523964232415, 0.0, 0.2726820726007879, 0.40265311155381317, 0.5400097421812632, 0.31341129297319353, 0.33668340455511325, 0.7383913112385173, 0.8329832043741469, 0.4566248186037388, 0.8931425766406562, 0.3672831595239752, 1.0]",Method E
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,27,0.8405100534439083,0.0003206218005044,"[0.30408434970230613, 0.0, 0.17060459785797866, 0.28323911253500056, 0.42994410397021793, 0.4019335349454644, 0.2957442545950403, 0.687944192742359, 1.0, 0.7073550393644005, 0.8663670048112957, 0.6061640090358753, 0.8880308476968012]",Method E
