method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,cap,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,compared_with
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,9,0.24319685910969602,0.4233421521852958,"[0.0893907719345695, 0.0893907719345695, 0.0018778761263899, 0.1698424378712935, 0.1450252828880144, 0.112491292368898, 0.112491292368898, 0.1450252828880147, 0.852800897340045, 0.0018778761263899, 0.852800897340045, 1.0, 0.0]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,10,0.056047391762740956,0.8556919700637932,"[0.9096916299559464, 0.9096916299559464, 0.1982378854625551, 0.0, 0.7907488986784146, 0.7114537444933933, 0.7114537444933933, 0.7907488986784146, 0.1284875183553606, 0.1982378854625551, 0.1284875183553606, 0.9647577092511032, 1.0]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,10,0.24910615180108522,0.41180339983974723,"[0.1633971656423022, 0.163397165642302, 0.0, 0.1449484431350637, 0.2070503377863564, 0.2049626657184942, 0.2049626657184944, 0.2070503377863566, 0.7550718748412659, 0.0, 0.7550718748412657, 1.0, 0.087986996495149]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,10,0.24202217722652647,0.4256549891006816,"[0.0803029535434506, 0.0803029535434506, 0.0059493329756672, 0.2343049079849772, 0.1465747074074447, 0.143729405721963, 0.143729405721963, 0.1465747074074444, 0.8460109347514694, 0.0059493329756672, 0.8460109347514688, 1.0, 0.0]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,11,0.06265313067787598,0.8388730612529469,"[0.8959861057506763, 0.8959861057506763, 0.2103434967194128, 0.0, 0.7813585488228482, 0.745465071401003, 0.745465071401003, 0.7813585488228482, 0.1431236330888977, 0.2103434967194128, 0.1431236330888977, 1.0, 0.9830181397143968]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,11,0.24484139704063487,0.4201148207668466,"[0.1925408273300933, 0.1925408273300933, 0.0, 0.1270927274310188, 0.2172461238622865, 0.2332205235497911, 0.2332205235497911, 0.2172461238622865, 0.733013006981862, 0.0, 0.733013006981862, 1.0, 0.1125826899398457]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,11,0.2387061985718139,0.4322177427651465,"[0.1059530401202229, 0.1059530401202226, 0.0, 0.2154461972074356, 0.1536792097708587, 0.1624433276817256, 0.1624433276817253, 0.1536792097708587, 0.8274055594960343, 0.0, 0.8274055594960343, 1.0, 0.018900619038163]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,12,0.05287397978879163,0.8637922365836042,"[0.8944298080541957, 0.8944298080541957, 0.2051185547610098, 0.0, 0.7826496048174615, 0.7476477229958607, 0.7476477229958607, 0.7826496048174615, 0.0691883076151063, 0.2051185547610098, 0.0691883076151063, 0.9751599548362806, 1.0]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,12,0.2617202154248563,0.3877165780034815,"[0.1898738339782308, 0.1898738339782308, 1.8741227657025076e-16, 0.0776900254670481, 0.1994230635726214, 0.2016902520032007, 0.2016902520032003, 0.1994230635726214, 0.7269828307519174, 0.0, 0.7269828307519174, 1.0, 0.1273790863285431]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,12,0.254759988968126,0.400914927104461,"[0.0961374765460326, 0.096137476546033, 0.0, 0.1561504992781081, 0.1288075066577064, 0.1226287978602947, 0.1226287978602947, 0.1288075066577067, 0.833320375129694, 0.0, 0.833320375129694, 1.0, 0.0252519786381097]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,13,0.020789843764766197,0.9462536177695535,"[0.8828500306514825, 0.8828500306514825, 0.1989745685571499, 0.0, 0.7624101354238253, 0.7681577529676195, 0.7681577529676195, 0.7624101354238253, 0.1214944300991368, 0.1989745685571499, 0.1214944300991368, 1.0, 0.8958666939124292]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,13,0.24686788385365882,0.4161550148789488,"[0.2049908531256001, 0.2049908531256005, 0.0, 0.0969868447696668, 0.1998998949450754, 0.2358510746928396, 0.2358510746928396, 0.1998998949450757, 0.7163925488886159, 0.0, 0.7163925488886156, 1.0, 0.126267988708759]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,13,0.24625582201290733,0.41734900649297835,"[0.1071968967886691, 0.1071968967886691, 3.3079089223889427e-16, 0.1884329611836417, 0.1255696393916004, 0.1521446539321713, 0.1521446539321716, 0.1255696393916004, 0.8270902083922086, 0.0, 0.8270902083922086, 1.0, 0.0284489163433242]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,14,0.006857272378339829,0.9822621773836415,"[0.9003766753826195, 0.9003766753826195, 0.1958529137486526, 0.0, 0.7818263270493165, 0.8314121669805636, 0.8314121669805636, 0.7818263270493165, 0.0829813429879261, 0.1958529137486548, 0.0829813429879261, 1.0, 0.9131891239554604]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,14,0.24692769774452722,0.41603842439921535,"[0.206930812361004, 0.206930812361004, 0.0, 0.0858639615467691, 0.1873573025738621, 0.2632674273819956, 0.263267427381996, 0.1873573025738624, 0.710033695600722, 0.0, 0.7100336956007217, 1.0, 0.129760030238614]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,14,0.24707463969085278,0.41575207217769505,"[0.1012990932824572, 0.1012990932824572, 0.0, 0.1756648692705823, 0.1038106369714562, 0.1652441337241908, 0.1652441337241908, 0.1038106369714562, 0.8321438678333445, 0.0, 0.8321438678333448, 1.0, 0.0229436404452754]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,15,0.007296298970538823,0.9811267157685147,"[0.9108439413055536, 0.9108439413055536, 0.2326062801813806, 0.0, 0.7570123891951691, 0.80326036619391, 0.80326036619391, 0.7570123891951691, 0.1315939477147955, 0.2326062801813806, 0.1315939477147955, 1.0, 0.90733386025459]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,15,0.24366603253923685,0.4224201572748679,"[0.2049540225342504, 0.2049540225342504, 0.0, 0.1046840277326766, 0.2055070980208672, 0.2695354483732189, 0.2695354483732189, 0.2055070980208672, 0.6923081812611804, 0.0, 0.6923081812611799, 1.0, 0.1266927702635666]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,15,0.24484480359775418,0.42010814842382443,"[0.0928009884066311, 0.0928009884066315, 0.0, 0.210277760851511, 0.1268225787645882, 0.1758223746035463, 0.1758223746035463, 0.1268225787645882, 0.8175021916981673, 0.0, 0.8175021916981673, 1.0, 0.0161930209909845]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,16,0.006941036872305906,0.9820455334752358,"[0.8726440114438859, 0.8726440114438876, 0.215113890278222, 0.0, 0.7303808550226667, 0.7731509050915623, 0.7731509050915606, 0.7303808550226651, 0.140633540131416, 0.215113890278222, 0.140633540131416, 1.0, 0.8504622122476199]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,16,0.24265390078794152,0.4244104020576639,"[0.2090618773732867, 0.2090618773732867, 0.0, 0.0726489683253737, 0.1895367113621477, 0.2647251642443404, 0.2647251642443404, 0.1895367113621477, 0.6941888456551698, 0.0, 0.6941888456551698, 1.0, 0.1254822511463809]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,16,0.24642205538950282,0.4170245527054713,"[0.0917089421114144, 0.091708942111414, 0.0, 0.1714221059023037, 0.1028046823372891, 0.1655503328555607, 0.1655503328555607, 0.1028046823372887, 0.8285051635395081, 0.0, 0.8285051635395076, 1.0, 0.0115029938976951]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,17,-0.012917879077803451,0.9665911095819144,"[0.8740099460073072, 0.8740099460073072, 0.2116313453124347, 0.0, 0.7213719036074182, 0.8161344853468803, 0.8161344853468803, 0.7213719036074182, 0.1122594109115187, 0.2116313453124347, 0.1122594109115187, 1.0, 0.8295869448119264]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,17,0.2360890157791263,0.43743264735194914,"[0.2198556387598313, 0.2198556387598318, 0.0, 0.0784686642278182, 0.1932623477200931, 0.2779572736936411, 0.2779572736936411, 0.1932623477200937, 0.6769543145868029, 0.0, 0.6769543145868029, 1.0, 0.130930780335143]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,17,0.24369067189122293,0.4223717651660655,"[0.1009171442294175, 0.1009171442294175, 0.0, 0.1814378160374136, 0.1066968342122365, 0.1685613267828246, 0.1685613267828246, 0.1066968342122365, 0.8171731901337306, 0.0, 0.8171731901337306, 1.0, 0.0181843557329231]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,18,-0.0033939761399285062,0.9912202768877418,"[0.8642681027919454, 0.8642681027919454, 0.2169617682513683, 0.0, 0.7012385637213939, 0.787871402091457, 0.787871402091457, 0.7012385637213939, 0.1352486217706719, 0.2169617682513683, 0.1352486217706693, 1.0, 0.82365617969076]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,18,0.24919048915676917,0.41163988534364976,"[0.2249230580939601, 0.2249230580939601, 0.0, 0.062164327050283, 0.1990473096060652, 0.2717107444074259, 0.2717107444074259, 0.1990473096060657, 0.6660987551876455, 0.0, 0.6660987551876455, 1.0, 0.1536013836004358]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,18,0.257676776326514,0.39535612535010783,"[0.098805886109548, 0.0988058861095485, 4.726766978978974e-16, 0.1685798220607507, 0.1117486813325371, 0.1595859131728715, 0.1595859131728715, 0.1117486813325371, 0.8133015212795265, 0.0, 0.8133015212795265, 1.0, 0.0365978428272703]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,19,-0.020889832184541657,0.9459954629148806,"[0.8596816929991159, 0.8596816929991159, 0.2175174706441183, 0.0, 0.6907235570161264, 0.7804203702948157, 0.7804203702948157, 0.6907235570161286, 0.1441015193021914, 0.2175174706441183, 0.1441015193021914, 1.0, 0.782921743873504]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,19,0.23326132597276955,0.4431016129234707,"[0.2274049671311378, 0.2274049671311373, 0.0, 0.0562788042289257, 0.1856949986160001, 0.276100584720731, 0.276100584720731, 0.1856949986160001, 0.6649136635179973, 0.0, 0.6649136635179973, 1.0, 0.1336464909313474]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,19,0.24623375023358468,0.4173920956959066,"[0.0935907969596229, 0.0935907969596234, 0.0, 0.1658773954630408, 0.0902874288959274, 0.1596432479695824, 0.1596432479695824, 0.0902874288959274, 0.8216117414942928, 0.0, 0.8216117414942933, 1.0, 0.0125464370922558]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,20,-0.009908141597743975,0.9743724085267196,"[0.8571287663593258, 0.8571287663593237, 0.2259013788801382, 0.0, 0.684889591735541, 0.7840852208276187, 0.7840852208276187, 0.6848895917355431, 0.1485134939588252, 0.2259013788801382, 0.1485134939588252, 1.0, 0.798485753451197]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,20,0.2341630402625946,0.4412899625330043,"[0.2364871758172387, 0.2364871758172387, 0.0, 0.071184614209498, 0.2057448549684034, 0.2863157454047459, 0.2863157454047459, 0.2057448549684034, 0.6494067602909506, 4.170620551881861e-16, 0.6494067602909506, 1.0, 0.1489082183373435]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,20,0.24630790105572536,0.41724734508568967,"[0.1055346087968268, 0.1055346087968268, 0.0, 0.1884582423312675, 0.1178560491199347, 0.1709962366829514, 0.1709962366829514, 0.1178560491199347, 0.8046769812656684, 0.0, 0.8046769812656684, 1.0, 0.0283768835532292]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,21,-0.02444579188176317,0.9368178472302294,"[0.8455791453910232, 0.8455791453910232, 0.2225324555810125, 0.0, 0.6731935658675299, 0.7822596444855777, 0.7822596444855777, 0.6731935658675299, 0.1503232438698762, 0.2225324555810125, 0.1503232438698762, 1.0, 0.7578548238859683]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,21,0.2297423392340699,0.45020632408640976,"[0.2371517180409151, 0.2371517180409155, 0.0, 0.0523580597398316, 0.2019088552130923, 0.2842356023941804, 0.2842356023941804, 0.2019088552130923, 0.6463502028494544, 3.9268947565397454e-16, 0.6463502028494544, 1.0, 0.1415140498707422]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,21,0.2473483092882927,0.41521902581645476,"[0.1019124693846503, 0.1019124693846503, 5.380345504176343e-16, 0.1652772531772444, 0.1105274833704701, 0.1632423222750117, 0.1632423222750117, 0.1105274833704701, 0.8084341116177949, 0.0, 0.8084341116177943, 1.0, 0.0225363286376633]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,22,-0.017630887191669775,0.9544119280618533,"[0.8415782239594402, 0.8415782239594402, 0.2289415875463019, 0.0, 0.6647951401634354, 0.777862261032517, 0.777862261032517, 0.6647951401634354, 0.1670160907044756, 0.2289415875463019, 0.1670160907044756, 1.0, 0.759068746173298]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,22,0.2254409610342925,0.45896501481428464,"[0.2491020991218285, 0.2491020991218285, 0.0, 0.0439468687794586, 0.2064378363128632, 0.2881034616171827, 0.2881034616171827, 0.2064378363128632, 0.6354655971705157, 0.0, 0.6354655971705157, 1.0, 0.1494357510388655]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,22,0.24394855501158164,0.42186544515586466,"[0.113534302852361, 0.113534302852361, 5.51429369660537e-16, 0.1599786086978847, 0.1162257786840282, 0.1658116531628715, 0.1658116531628715, 0.1162257786840282, 0.7980998968865624, 0.0, 0.7980998968865618, 1.0, 0.0283200428445366]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,23,-0.024795777622341822,0.9359149364645588,"[0.8532937986251822, 0.8532937986251822, 0.2390863001071625, 0.0, 0.6578561323912896, 0.7883280585978688, 0.7883280585978688, 0.6578561323912896, 0.1669240675420987, 0.2390863001071625, 0.1669240675420987, 1.0, 0.7625056648751127]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,23,0.22348046613756167,0.46298397591360185,"[0.2574968271328535, 0.2574968271328542, 0.0, 0.0379445386974098, 0.2157356928552071, 0.2941447128028288, 0.2941447128028295, 0.2157356928552064, 0.6274009563345802, 0.0, 0.6274009563345802, 1.0, 0.1570524558784999]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,23,0.24552022898646583,0.41878626176368516,"[0.1212102658220644, 0.1212102658220644, 5.61632143034885e-16, 0.1545223858638305, 0.1312122451557497, 0.1711038316767505, 0.1711038316767511, 0.1312122451557497, 0.7920111018305114, 0.0, 0.7920111018305114, 1.0, 0.037981611772597]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,24,-0.02654822348125871,0.9313949698775579,"[0.8450975812316164, 0.8450975812316164, 0.238313491842225, 0.0, 0.6579182144304041, 0.7828769954232907, 0.7828769954232936, 0.6579182144304041, 0.1654944677056464, 0.238313491842225, 0.1654944677056464, 1.0, 0.7497229272663444]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,24,0.21603291007337866,0.47840282232109294,"[0.2664753791905356, 0.2664753791905349, 6.351536396077757e-16, 0.0291283684821754, 0.2211921840757271, 0.2961135006041587, 0.2961135006041587, 0.2211921840757271, 0.6182133007347651, 0.0, 0.6182133007347651, 1.0, 0.1573376913816002]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,24,0.2404167798087608,0.4288260402562354,"[0.1308374188828973, 0.1308374188828973, 0.0, 0.144441869372262, 0.1354489599487264, 0.1728934303979441, 0.1728934303979441, 0.1354489599487264, 0.7858263401201689, 0.0, 0.7858263401201678, 1.0, 0.0384823147557249]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_only_modulations,25,-0.025388398765231843,0.9343862241371222,"[0.8404787750816199, 0.8404787750816199, 0.2450767914067315, 0.0, 0.6484782658022444, 0.7866206722415964, 0.7866206722415937, 0.6484782658022444, 0.1750697106485674, 0.2450767914067341, 0.1750697106485674, 1.0, 0.7437341845313541]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_weighted_modulations_only,25,0.21074637306498434,0.48949118413599646,"[0.2712646777580269, 0.2712646777580269, 0.0, 0.0186904073365642, 0.2187868896024685, 0.2920497994731714, 0.2920497994731714, 0.2187868896024685, 0.6081016519868543, 0.0, 0.6081016519868543, 1.0, 0.1553513388221358]",numbered_rankings
Experimental_methods ,all_ranges,weight_interval_sum,True,True,0,normed_values_normed_weighted_modulations,25,0.23617922417729298,0.437252387635062,"[0.1359099970531054, 0.1359099970531054, 0.0, 0.1345930191016469, 0.1344776183621029, 0.1653619691919705, 0.1653619691919705, 0.1344776183621035, 0.77619399942404, 0.0, 0.77619399942404, 1.0, 0.0356211087004606]",numbered_rankings
