method,harmonics_considered,normed_column,correlation,p_value,final_ranking_correlate
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,15,normed_values_only_modulations,0.3612718658794668,0.22519345470697716,"[0.48148148148148145, 0.48148148148148145, 0.2222222222222222, 0.0, 0.5185185185185185, 0.2222222222222222, 0.2222222222222222, 0.5185185185185185, 0.6666666666666666, 0.2222222222222222, 0.6666666666666666, 1.0, 0.5925925925925926]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,16,normed_values_only_modulations,0.3614139159936559,0.22499766949768474,"[0.5625, 0.5625, 0.28125, 0.0, 0.5, 0.25, 0.25, 0.5, 0.6875, 0.28125, 0.6875, 1.0, 0.6875]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,17,normed_values_only_modulations,0.3287884428903753,0.2726964213801042,"[0.5483870967741935, 0.5483870967741935, 0.25806451612903225, 0.0, 0.5161290322580645, 0.1935483870967742, 0.1935483870967742, 0.5161290322580645, 0.6129032258064516, 0.25806451612903225, 0.6129032258064516, 1.0, 0.6451612903225806]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,18,normed_values_only_modulations,0.39401216318288707,0.18281057232582934,"[0.5151515151515151, 0.5151515151515151, 0.2727272727272727, 0.0, 0.5151515151515151, 0.18181818181818182, 0.18181818181818182, 0.5151515151515151, 0.6060606060606061, 0.2727272727272727, 0.6060606060606061, 1.0, 0.696969696969697]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,19,normed_values_only_modulations,0.3098125278530457,0.3029526708586142,"[0.5135135135135135, 0.5135135135135135, 0.24324324324324326, 0.0, 0.4594594594594595, 0.1891891891891892, 0.1891891891891892, 0.4594594594594595, 0.5945945945945946, 0.24324324324324326, 0.5945945945945946, 1.0, 0.5675675675675675]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,20,normed_values_only_modulations,0.32724589184245934,0.27508724434788717,"[0.525, 0.525, 0.25, 0.0, 0.475, 0.25, 0.25, 0.475, 0.6, 0.25, 0.6, 1.0, 0.6]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,2,normed_values_only_modulations,-0.025652442910907458,0.9337051681430276,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,2,normed_values_weighted_modulations_only,0.09112504060518964,0.7671794024967995,"[0.25609756097560976, 0.25609756097560976, 0.08536585365853656, 0.37804878048780494, 0.25609756097560976, 0.45121951219512196, 0.45121951219512196, 0.25609756097560976, 0.8292682926829268, 0.08536585365853656, 0.8292682926829268, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,2,normed_values_normed_weighted_modulations,0.07324631615946786,0.8120354403318875,"[0.25609756097560976, 0.25609756097560976, 0.12804878048780485, 0.5670731707317074, 0.25609756097560976, 0.45121951219512196, 0.45121951219512196, 0.25609756097560976, 0.8719512195121949, 0.12804878048780485, 0.8719512195121949, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,3,normed_values_only_modulations,-0.02565244291090807,0.9337051681430266,"[1.0, 1.0, 5.921189464667488e-15, 5.921189464667488e-15, 1.0, 1.0, 1.0, 1.0, 2.960594732333744e-15, 5.921189464667488e-15, 0.0, 1.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,3,normed_values_weighted_modulations_only,0.22081339608388634,0.4684782161597629,"[0.11507936507936503, 0.11507936507936503, 0.023809523809523836, 0.22619047619047616, 0.1904761904761904, 0.18650793650793643, 0.18650793650793643, 0.1904761904761905, 0.8293650793650794, 0.023809523809523836, 0.8293650793650794, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,3,normed_values_normed_weighted_modulations,0.20996271096816238,0.4911448953320357,"[0.11507936507936496, 0.11507936507936496, 0.08616780045351484, 0.3633786848072563, 0.1904761904761904, 0.18650793650793637, 0.18650793650793637, 0.1904761904761904, 0.8917233560090703, 0.08616780045351484, 0.8917233560090703, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,4,normed_values_only_modulations,0.0006319755972271635,0.9983651436908976,"[0.8571428571428553, 0.8571428571428579, 0.14285714285714468, 0.14285714285714468, 0.8571428571428579, 0.8571428571428579, 0.8571428571428553, 0.8571428571428553, 0.0, 0.14285714285714468, 0.0, 0.7142857142857132, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,4,normed_values_weighted_modulations_only,0.205615930470197,0.5003639947565048,"[0.13685847589424588, 0.13685847589424577, 0.015552099533437062, 0.21772939346811823, 0.17884914463452573, 0.22239502332814934, 0.22239502332814934, 0.17884914463452573, 0.8195956454121305, 0.015552099533437112, 0.8195956454121307, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,4,normed_values_normed_weighted_modulations,0.1881809405778948,0.538111586406299,"[0.14797298692715988, 0.14797298692715988, 0.07636826141977447, 0.3481540141104351, 0.1886784659548544, 0.23628177856715063, 0.23628177856715063, 0.1886784659548544, 0.8711060817869701, 0.07636826141977447, 0.8711060817869705, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,5,normed_values_only_modulations,0.0840331650765132,0.7849002784356568,"[0.8200000000000012, 0.8199999999999984, 0.19999999999999915, 0.0, 0.700000000000002, 0.6200000000000007, 0.6200000000000007, 0.700000000000002, 0.09999999999999887, 0.19999999999999774, 0.10000000000000028, 0.7200000000000009, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,5,normed_values_weighted_modulations_only,0.12794253026799868,0.6770139462515833,"[0.2125733855185911, 0.21257338551859095, 0.05332681017612523, 0.3502935420743641, 0.24926614481408996, 0.3801369863013698, 0.3801369863013698, 0.2492661448140901, 0.7994129158512719, 0.05332681017612523, 0.7994129158512719, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,5,normed_values_normed_weighted_modulations,0.11855412967250031,0.699683547124965,"[0.21344322375606112, 0.21344322375606098, 0.10244885946170247, 0.4672078320360239, 0.2554659674942698, 0.38530479977446846, 0.38530479977446846, 0.25546596749426964, 0.8475383671666417, 0.10244885946170254, 0.8475383671666414, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,6,normed_values_only_modulations,0.06620531103731886,0.829854380537992,"[0.8411764705882372, 0.8411764705882352, 0.17647058823529288, 0.0, 0.7352941176470607, 0.6647058823529401, 0.6647058823529423, 0.7352941176470607, 0.08823529411764854, 0.17647058823529288, 0.08823529411764854, 0.7529411764705908, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,6,normed_values_weighted_modulations_only,0.15286553164086733,0.618078004376869,"[0.19593978102189788, 0.19593978102189788, 0.05223540145985405, 0.2892335766423358, 0.23585766423357657, 0.31341240875912413, 0.31341240875912413, 0.23585766423357668, 0.8072536496350365, 0.052235401459853954, 0.8072536496350365, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,6,normed_values_normed_weighted_modulations,0.14270248084274567,0.6418811003490795,"[0.19818544510275496, 0.19818544510275496, 0.11821336197392808, 0.416663991175507, 0.2441036365553697, 0.3222545516547178, 0.3222545516547179, 0.2441036365553697, 0.8710323838834266, 0.11821336197392808, 0.8710323838834266, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,7,normed_values_only_modulations,0.040745322051105815,0.8948579787721627,"[0.8457142857142864, 0.8457142857142864, 0.1999999999999979, 0.02857142857142529, 0.7428571428571428, 0.6742857142857137, 0.6742857142857137, 0.7428571428571428, 0.0, 0.1999999999999979, 0.0, 0.7600000000000018, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,7,normed_values_weighted_modulations_only,0.18848007821313525,0.5374538154471586,"[0.1598277431552411, 0.15982774315524126, 0.032665779707303416, 0.21798193403823266, 0.20271689657587008, 0.25313353406624195, 0.25313353406624195, 0.20271689657587008, 0.8020096631888525, 0.032665779707303416, 0.8020096631888525, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,7,normed_values_normed_weighted_modulations,0.18055983505747022,0.5549849823420354,"[0.16034078470275454, 0.16034078470275454, 0.11309380863943223, 0.3516536782459322, 0.21216169231699017, 0.26173652334962677, 0.26173652334962694, 0.21216169231699017, 0.8899323632190071, 0.11309380863943223, 0.8899323632190068, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,8,normed_values_only_modulations,0.01923634541501512,0.95026511994575,"[0.9216216216216239, 0.9216216216216239, 0.16216216216216434, 0.0, 0.8243243243243287, 0.7594594594594652, 0.7594594594594624, 0.8243243243243258, 0.040540540540541084, 0.16216216216216434, 0.040540540540541084, 0.9081081081081083, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,8,normed_values_weighted_modulations_only,0.18929852126826452,0.5356559180922503,"[0.16370882371256032, 0.16370882371256004, 0.009278286319197887, 0.16901737343545684, 0.2016937542810885, 0.2425586898312473, 0.2425586898312473, 0.2016937542810885, 0.7836727068933308, 0.009278286319198033, 0.7836727068933308, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,8,normed_values_normed_weighted_modulations,0.18660205606433702,0.541589096711732,"[0.15877293856741126, 0.15877293856741126, 0.09040430122636256, 0.302043271015401, 0.2058285651892368, 0.2455895154698607, 0.2455895154698607, 0.2058285651892368, 0.8761695056479293, 0.09040430122636256, 0.8761695056479293, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,9,normed_values_only_modulations,0.03798626214462911,0.9019457312320649,"[0.9216216216216235, 0.921621621621621, 0.1621621621621637, 0.0, 0.8243243243243248, 0.7594594594594598, 0.7594594594594598, 0.8243243243243273, 0.07657657657657374, 0.16216216216215856, 0.0765765765765763, 0.9891891891891913, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,9,normed_values_weighted_modulations_only,0.24723038855720245,0.4154486662928315,"[0.16769603627550633, 0.16769603627550633, 0.0, 0.10261381700674962, 0.20603028170849305, 0.17772913246292973, 0.17772913246292998, 0.20603028170849333, 0.768675891903161, 0.0, 0.768675891903161, 1.0, 0.08225575274281431]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,9,normed_values_normed_weighted_modulations,0.24319685910969582,0.42334215218529603,"[0.08939077193456983, 0.08939077193456983, 0.0018778761263901647, 0.16984243787129358, 0.14502528288801453, 0.11249129236889828, 0.11249129236889804, 0.14502528288801475, 0.8528008973400459, 0.0018778761263899344, 0.8528008973400459, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,10,normed_values_only_modulations,0.05604739176273976,0.855691970063796,"[0.9096916299559468, 0.9096916299559468, 0.19823788546255666, 0.0, 0.7907488986784131, 0.7114537444933919, 0.7114537444933919, 0.7907488986784131, 0.12848751835535854, 0.19823788546255666, 0.12848751835535854, 0.9647577092510996, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,10,normed_values_weighted_modulations_only,0.24910615180108517,0.4118033998397477,"[0.16339716564230225, 0.16339716564230225, 2.2737945015942653e-16, 0.14494844313506372, 0.20705033778635643, 0.2049626657184942, 0.20496266571849467, 0.20705033778635665, 0.7550718748412661, 0.0, 0.7550718748412661, 1.0, 0.08798699649514925]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,10,normed_values_normed_weighted_modulations,0.24202217722652675,0.42565498910068134,"[0.08030295354345021, 0.08030295354345071, 0.005949332975667281, 0.23430490798497686, 0.14657470740744427, 0.14372940572196288, 0.1437294057219626, 0.14657470740744427, 0.8460109347514693, 0.0059493329756670306, 0.8460109347514693, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,11,normed_values_only_modulations,0.06265313067787573,0.8388730612529472,"[0.8959861057506748, 0.8959861057506748, 0.21034349671941577, 0.0, 0.7813585488228468, 0.7454650714010018, 0.7454650714010018, 0.7813585488228468, 0.14312363308889753, 0.2103434967194125, 0.14312363308889753, 1.0, 0.983018139714395]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,11,normed_values_weighted_modulations_only,0.24484139704063484,0.4201148207668466,"[0.19254082733009326, 0.19254082733009326, 0.0, 0.1270927274310188, 0.21724612386228642, 0.23322052354979098, 0.23322052354979098, 0.21724612386228642, 0.7330130069818617, 0.0, 0.7330130069818612, 1.0, 0.11258268993984571]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,11,normed_values_normed_weighted_modulations,0.2387061985718139,0.4322177427651465,"[0.10595304012022293, 0.10595304012022265, 0.0, 0.21544619720743563, 0.15367920977085878, 0.16244332768172562, 0.16244332768172534, 0.15367920977085878, 0.8274055594960343, 0.0, 0.8274055594960343, 1.0, 0.018900619038163022]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,12,normed_values_only_modulations,0.052873979788791964,0.863792236583603,"[0.8944298080541954, 0.8944298080541924, 0.20511855476100754, 0.0, 0.7826496048174638, 0.747647722995857, 0.747647722995857, 0.7826496048174638, 0.06918830761510364, 0.2051185547610046, 0.0691883076151007, 0.9751599548362835, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,12,normed_values_weighted_modulations_only,0.2617202154248563,0.3877165780034815,"[0.1898738339782305, 0.1898738339782305, 3.748245531405016e-16, 0.07769002546704817, 0.19942306357262113, 0.20169025200320082, 0.20169025200320082, 0.19942306357262113, 0.7269828307519173, 0.0, 0.7269828307519173, 1.0, 0.1273790863285428]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,12,normed_values_normed_weighted_modulations,0.2547599889681262,0.4009149271044601,"[0.09613747654603269, 0.096137476546033, 0.0, 0.15615049927810812, 0.1288075066577064, 0.12262879786029476, 0.12262879786029476, 0.1288075066577067, 0.833320375129694, 0.0, 0.833320375129694, 1.0, 0.02525197863811002]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,13,normed_values_only_modulations,0.020789843764766003,0.9462536177695542,"[0.8828500306514825, 0.8828500306514825, 0.19897456855714998, 0.0, 0.7624101354238253, 0.7681577529676195, 0.7681577529676195, 0.7624101354238253, 0.12149443009913441, 0.19897456855714998, 0.12149443009913685, 1.0, 0.8958666939124292]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,13,normed_values_weighted_modulations_only,0.2468678838536586,0.416155014878949,"[0.20499085312560042, 0.20499085312560042, 0.0, 0.09698684476966685, 0.19989989494507565, 0.2358510746928396, 0.2358510746928396, 0.19989989494507532, 0.7163925488886156, 0.0, 0.7163925488886156, 1.0, 0.12626798870875902]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,13,normed_values_normed_weighted_modulations,0.24625582201290722,0.41734900649297857,"[0.10719689678866946, 0.10719689678866913, 3.3079089223889427e-16, 0.18843296118364175, 0.12556963939160043, 0.1521446539321713, 0.15214465393217164, 0.12556963939160076, 0.8270902083922086, 0.0, 0.8270902083922086, 1.0, 0.02844891634332427]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,14,normed_values_only_modulations,0.006857272378341439,0.9822621773836373,"[0.9003766753826192, 0.9003766753826192, 0.1958529137486553, 0.0, 0.7818263270493182, 0.8314121669805655, 0.8314121669805655, 0.7818263270493182, 0.08298134298792632, 0.19585291374865307, 0.08298134298792632, 1.0, 0.9131891239554646]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,14,normed_values_weighted_modulations_only,0.24692769774452727,0.41603842439921473,"[0.20693081236100394, 0.20693081236100394, 0.0, 0.08586396154676937, 0.18735730257386235, 0.2632674273819958, 0.2632674273819958, 0.18735730257386235, 0.7100336956007219, 3.2159773602983307e-16, 0.7100336956007219, 1.0, 0.1297600302386139]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,14,normed_values_normed_weighted_modulations,0.24707463969085267,0.41575207217769505,"[0.1012990932824573, 0.1012990932824573, 0.0, 0.17566486927058242, 0.10381063697145625, 0.1652441337241909, 0.1652441337241909, 0.10381063697145625, 0.8321438678333452, 0.0, 0.8321438678333452, 1.0, 0.022943640445275408]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,15,normed_values_only_modulations,0.007296298970539544,0.9811267157685128,"[0.9108439413055552, 0.9108439413055515, 0.23260628018137733, 0.0, 0.7570123891951668, 0.8032603661939077, 0.8032603661939077, 0.7570123891951668, 0.13159394771479394, 0.23260628018137733, 0.13159394771479394, 1.0, 0.9073338602545917]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,15,normed_values_weighted_modulations_only,0.24366603253923702,0.4224201572748674,"[0.20495402253425035, 0.20495402253425035, 0.0, 0.10468402773267674, 0.20550709802086742, 0.26953544837321913, 0.26953544837321913, 0.20550709802086742, 0.6923081812611808, 0.0, 0.6923081812611808, 1.0, 0.12669277026356673]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,15,normed_values_normed_weighted_modulations,0.2448448035977539,0.4201081484238247,"[0.09280098840663195, 0.09280098840663195, 3.859918260468425e-16, 0.21027776085151106, 0.12682257876458827, 0.1758223746035471, 0.1758223746035471, 0.12682257876458827, 0.8175021916981681, 0.0, 0.8175021916981673, 1.0, 0.01619302099098493]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,16,normed_values_only_modulations,0.006941036872304934,0.9820455334752387,"[0.872644011443889, 0.872644011443889, 0.21511389027822236, 0.0, 0.7303808550226647, 0.7731509050915603, 0.7731509050915603, 0.7303808550226647, 0.14063354013141463, 0.21511389027822236, 0.14063354013141463, 1.0, 0.8504622122476212]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,16,normed_values_weighted_modulations_only,0.2426539007879413,0.42441040205766434,"[0.20906187737328702, 0.20906187737328702, 0.0, 0.07264896832537375, 0.18953671136214753, 0.26472516424434017, 0.26472516424434017, 0.18953671136214753, 0.6941888456551703, 0.0, 0.6941888456551697, 1.0, 0.125482251146381]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,16,normed_values_normed_weighted_modulations,0.246422055389503,0.4170245527054713,"[0.09170894211141443, 0.09170894211141402, 0.0, 0.17142210590230333, 0.10280468233728918, 0.1655503328555603, 0.1655503328555603, 0.10280468233728918, 0.8285051635395081, 0.0, 0.8285051635395072, 1.0, 0.011502993897695159]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,17,normed_values_only_modulations,-0.01291787907780742,0.9665911095819035,"[0.8740099460073075, 0.8740099460073075, 0.2116313453124371, 0.0, 0.721371903607416, 0.8161344853468778, 0.8161344853468778, 0.721371903607416, 0.11225941091151544, 0.2116313453124341, 0.11225941091151544, 1.0, 0.8295869448119209]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,17,normed_values_weighted_modulations_only,0.23608901577912633,0.43743264735194914,"[0.21985563875983133, 0.21985563875983186, 0.0, 0.07846866422781829, 0.19326234772009318, 0.2779572736936411, 0.2779572736936416, 0.1932623477200937, 0.6769543145868029, 0.0, 0.6769543145868029, 1.0, 0.13093078033514308]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,17,normed_values_normed_weighted_modulations,0.24369067189122284,0.4223717651660655,"[0.10091714422941839, 0.1009171442294175, 0.0, 0.18143781603741452, 0.10669683421223657, 0.1685613267828246, 0.1685613267828246, 0.10669683421223745, 0.8171731901337315, 0.0, 0.8171731901337306, 1.0, 0.01818435573292359]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,18,normed_values_only_modulations,-0.003393976139927285,0.9912202768877458,"[0.8642681027919429, 0.8642681027919454, 0.21696176825136576, 0.0, 0.7012385637213939, 0.787871402091457, 0.787871402091457, 0.7012385637213939, 0.13524862177067196, 0.21696176825136576, 0.13524862177066935, 1.0, 0.82365617969076]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,18,normed_values_weighted_modulations_only,0.24919048915676895,0.4116398853436503,"[0.2249230580939603, 0.22492305809396076, 0.0, 0.06216432705028304, 0.19904730960606629, 0.271710744407426, 0.271710744407426, 0.19904730960606581, 0.6660987551876458, 0.0, 0.6660987551876464, 1.0, 0.15360138360043593]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,18,normed_values_normed_weighted_modulations,0.2576767763265138,0.39535612535010806,"[0.0988058861095481, 0.0988058861095481, 0.0, 0.16857982206075128, 0.1117486813325377, 0.15958591317287207, 0.15958591317287113, 0.1117486813325377, 0.8133015212795264, 0.0, 0.8133015212795264, 1.0, 0.0365978428272699]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,19,normed_values_only_modulations,-0.020889832184541657,0.9459954629148806,"[0.8596816929991159, 0.8596816929991159, 0.21751747064411836, 0.0, 0.6907235570161264, 0.7804203702948157, 0.7804203702948179, 0.6907235570161286, 0.14410151930219145, 0.21751747064411606, 0.14410151930219375, 1.0, 0.782921743873504]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,19,normed_values_weighted_modulations_only,0.23326132597276977,0.4431016129234702,"[0.22740496713113817, 0.22740496713113817, 0.0, 0.05627880422892615, 0.18569499861600053, 0.27610058472073135, 0.27610058472073135, 0.18569499861600053, 0.6649136635179975, 4.511327873205812e-16, 0.6649136635179975, 1.0, 0.13364649093134826]"
