method,harmonics_considered,normed_column,correlation,p_value,final_ranking_correlate
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,32,normed_values_only_modulations,0.36652336902156896,0.21802454531848517,"[0.6455696202531646, 0.6455696202531646, 0.3291139240506329, 0.0, 0.5316455696202531, 0.31645569620253167, 0.31645569620253167, 0.5316455696202531, 0.5949367088607594, 0.3291139240506329, 0.5949367088607594, 1.0, 0.6455696202531646]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,2,normed_values_only_modulations,-0.08451542547285162,0.7836920984025225,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,2,normed_values_weighted_modulations_only,0.3577943074734441,0.23001896472407823,"[0.25609756097560976, 0.25609756097560976, 0.08536585365853656, 0.37804878048780494, 0.25609756097560976, 0.45121951219512196, 0.45121951219512196, 0.25609756097560976, 0.8292682926829268, 0.08536585365853656, 0.8292682926829268, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,2,normed_values_normed_weighted_modulations,0.3269969392289619,0.27547424292081657,"[0.25609756097560976, 0.25609756097560976, 0.12804878048780485, 0.5670731707317074, 0.25609756097560976, 0.45121951219512196, 0.45121951219512196, 0.25609756097560976, 0.8719512195121949, 0.12804878048780485, 0.8719512195121949, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,3,normed_values_only_modulations,-0.08451542547285272,0.7836920984025201,"[1.0, 1.0, 5.921189464667488e-15, 5.921189464667488e-15, 1.0, 1.0, 1.0, 1.0, 2.960594732333744e-15, 5.921189464667488e-15, 0.0, 1.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,3,normed_values_weighted_modulations_only,0.4752492786800774,0.10073933973198562,"[0.11507936507936503, 0.11507936507936503, 0.023809523809523836, 0.22619047619047616, 0.1904761904761904, 0.18650793650793643, 0.18650793650793643, 0.1904761904761905, 0.8293650793650794, 0.023809523809523836, 0.8293650793650794, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,3,normed_values_normed_weighted_modulations,0.4586648146842565,0.11492480940057431,"[0.11507936507936496, 0.11507936507936496, 0.08616780045351484, 0.3633786848072563, 0.1904761904761904, 0.18650793650793637, 0.18650793650793637, 0.1904761904761904, 0.8917233560090703, 0.08616780045351484, 0.8917233560090703, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,4,normed_values_only_modulations,-0.11534367223516287,0.7074895921349016,"[0.8571428571428553, 0.8571428571428579, 0.14285714285714468, 0.14285714285714468, 0.8571428571428579, 0.8571428571428579, 0.8571428571428553, 0.8571428571428553, 0.0, 0.14285714285714468, 0.0, 0.7142857142857132, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,4,normed_values_weighted_modulations_only,0.46280485646021474,0.11126490879059128,"[0.13685847589424588, 0.13685847589424577, 0.015552099533437062, 0.21772939346811823, 0.17884914463452573, 0.22239502332814934, 0.22239502332814934, 0.17884914463452573, 0.8195956454121305, 0.015552099533437112, 0.8195956454121307, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,4,normed_values_normed_weighted_modulations,0.442585453824174,0.12990432075077013,"[0.14797298692715988, 0.14797298692715988, 0.07636826141977447, 0.3481540141104351, 0.1886784659548544, 0.23628177856715063, 0.23628177856715063, 0.1886784659548544, 0.8711060817869701, 0.07636826141977447, 0.8711060817869705, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,5,normed_values_only_modulations,-0.021601173461432116,0.9441590296910674,"[0.8200000000000012, 0.8199999999999984, 0.19999999999999915, 0.0, 0.700000000000002, 0.6200000000000007, 0.6200000000000007, 0.700000000000002, 0.09999999999999887, 0.19999999999999774, 0.10000000000000028, 0.7200000000000009, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,5,normed_values_weighted_modulations_only,0.3902846157157627,0.18735916872875474,"[0.2125733855185911, 0.21257338551859095, 0.05332681017612523, 0.3502935420743641, 0.24926614481408996, 0.3801369863013698, 0.3801369863013698, 0.2492661448140901, 0.7994129158512719, 0.05332681017612523, 0.7994129158512719, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,5,normed_values_normed_weighted_modulations,0.37642337105719087,0.20489599311176682,"[0.21344322375606112, 0.21344322375606098, 0.10244885946170247, 0.4672078320360239, 0.2554659674942698, 0.38530479977446846, 0.38530479977446846, 0.25546596749426964, 0.8475383671666417, 0.10244885946170254, 0.8475383671666414, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,6,normed_values_only_modulations,-0.032345571978285914,0.9164564306257479,"[0.8411764705882372, 0.8411764705882352, 0.17647058823529288, 0.0, 0.7352941176470607, 0.6647058823529401, 0.6647058823529423, 0.7352941176470607, 0.08823529411764854, 0.17647058823529288, 0.08823529411764854, 0.7529411764705908, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,6,normed_values_weighted_modulations_only,0.41732171496847453,0.15595966196193184,"[0.19593978102189788, 0.19593978102189788, 0.05223540145985405, 0.2892335766423358, 0.23585766423357657, 0.31341240875912413, 0.31341240875912413, 0.23585766423357668, 0.8072536496350365, 0.052235401459853954, 0.8072536496350365, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,6,normed_values_normed_weighted_modulations,0.4037223322246304,0.17129267322393438,"[0.19818544510275496, 0.19818544510275496, 0.11821336197392808, 0.416663991175507, 0.2441036365553697, 0.3222545516547178, 0.3222545516547179, 0.2441036365553697, 0.8710323838834266, 0.11821336197392808, 0.8710323838834266, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,7,normed_values_only_modulations,-0.06991570785427345,0.8204544683520046,"[0.8457142857142864, 0.8457142857142864, 0.1999999999999979, 0.02857142857142529, 0.7428571428571428, 0.6742857142857137, 0.6742857142857137, 0.7428571428571428, 0.0, 0.1999999999999979, 0.0, 0.7600000000000018, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,7,normed_values_weighted_modulations_only,0.450608349151999,0.12227701013796494,"[0.1598277431552411, 0.15982774315524126, 0.032665779707303416, 0.21798193403823266, 0.20271689657587008, 0.25313353406624195, 0.25313353406624195, 0.20271689657587008, 0.8020096631888525, 0.032665779707303416, 0.8020096631888525, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,7,normed_values_normed_weighted_modulations,0.4398601427198526,0.13256541816507944,"[0.16034078470275454, 0.16034078470275454, 0.11309380863943223, 0.3516536782459322, 0.21216169231699017, 0.26173652334962677, 0.26173652334962694, 0.21216169231699017, 0.8899323632190071, 0.11309380863943223, 0.8899323632190068, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,8,normed_values_only_modulations,-0.058162469510650544,0.8503003194042416,"[0.9216216216216239, 0.9216216216216239, 0.16216216216216434, 0.0, 0.8243243243243287, 0.7594594594594652, 0.7594594594594624, 0.8243243243243258, 0.040540540540541084, 0.16216216216216434, 0.040540540540541084, 0.9081081081081083, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,8,normed_values_weighted_modulations_only,0.4517874916828851,0.12118182674800373,"[0.16370882371256032, 0.16370882371256004, 0.009278286319197887, 0.16901737343545684, 0.2016937542810885, 0.2425586898312473, 0.2425586898312473, 0.2016937542810885, 0.7836727068933308, 0.009278286319198033, 0.7836727068933308, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,8,normed_values_normed_weighted_modulations,0.44700355113325096,0.12566606688554507,"[0.15877293856741126, 0.15877293856741126, 0.09040430122636256, 0.302043271015401, 0.2058285651892368, 0.2455895154698607, 0.2455895154698607, 0.2058285651892368, 0.8761695056479293, 0.09040430122636256, 0.8761695056479293, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,9,normed_values_only_modulations,-0.025372499726586784,0.9344272342614517,"[0.9216216216216235, 0.921621621621621, 0.1621621621621637, 0.0, 0.8243243243243248, 0.7594594594594598, 0.7594594594594598, 0.8243243243243273, 0.07657657657657374, 0.16216216216215856, 0.0765765765765763, 0.9891891891891913, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,9,normed_values_weighted_modulations_only,0.49634762650554365,0.08448168094627015,"[0.16769603627550633, 0.16769603627550633, 0.0, 0.10261381700674962, 0.20603028170849305, 0.17772913246292973, 0.17772913246292998, 0.20603028170849333, 0.768675891903161, 0.0, 0.768675891903161, 1.0, 0.08225575274281431]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,9,normed_values_normed_weighted_modulations,0.49253072452372454,0.08727825919865723,"[0.08939077193456983, 0.08939077193456983, 0.0018778761263901647, 0.16984243787129358, 0.14502528288801453, 0.11249129236889828, 0.11249129236889804, 0.14502528288801475, 0.8528008973400459, 0.0018778761263899344, 0.8528008973400459, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,10,normed_values_only_modulations,-0.006386193186574796,0.9834805713232232,"[0.9096916299559468, 0.9096916299559468, 0.19823788546255666, 0.0, 0.7907488986784131, 0.7114537444933919, 0.7114537444933919, 0.7907488986784131, 0.12848751835535854, 0.19823788546255666, 0.12848751835535854, 0.9647577092510996, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,10,normed_values_weighted_modulations_only,0.4963736167861982,0.08446285346245087,"[0.16339716564230225, 0.16339716564230225, 2.2737945015942653e-16, 0.14494844313506372, 0.20705033778635643, 0.2049626657184942, 0.20496266571849467, 0.20705033778635665, 0.7550718748412661, 0.0, 0.7550718748412661, 1.0, 0.08798699649514925]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,10,normed_values_normed_weighted_modulations,0.4890630138900665,0.08987374380322181,"[0.08030295354345021, 0.08030295354345071, 0.005949332975667281, 0.23430490798497686, 0.14657470740744427, 0.14372940572196288, 0.1437294057219626, 0.14657470740744427, 0.8460109347514693, 0.0059493329756670306, 0.8460109347514693, 1.0, 0.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,11,normed_values_only_modulations,0.009409488051284637,0.975661833501248,"[0.8959861057506748, 0.8959861057506748, 0.21034349671941577, 0.0, 0.7813585488228468, 0.7454650714010018, 0.7454650714010018, 0.7813585488228468, 0.14312363308889753, 0.2103434967194125, 0.14312363308889753, 1.0, 0.983018139714395]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,11,normed_values_weighted_modulations_only,0.4913305395248547,0.088170640592312,"[0.19254082733009326, 0.19254082733009326, 0.0, 0.1270927274310188, 0.21724612386228642, 0.23322052354979098, 0.23322052354979098, 0.21724612386228642, 0.7330130069818617, 0.0, 0.7330130069818612, 1.0, 0.11258268993984571]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,11,normed_values_normed_weighted_modulations,0.48664482390910363,0.09171479175804838,"[0.10595304012022293, 0.10595304012022265, 0.0, 0.21544619720743563, 0.15367920977085878, 0.16244332768172562, 0.16244332768172534, 0.15367920977085878, 0.8274055594960343, 0.0, 0.8274055594960343, 1.0, 0.018900619038163022]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,12,normed_values_only_modulations,-0.015622199393152653,0.9596017324891004,"[0.8944298080541954, 0.8944298080541924, 0.20511855476100754, 0.0, 0.7826496048174638, 0.747647722995857, 0.747647722995857, 0.7826496048174638, 0.06918830761510364, 0.2051185547610046, 0.0691883076151007, 0.9751599548362835, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,12,normed_values_weighted_modulations_only,0.5057461586603497,0.07786091261363567,"[0.1898738339782305, 0.1898738339782305, 3.748245531405016e-16, 0.07769002546704817, 0.19942306357262113, 0.20169025200320082, 0.20169025200320082, 0.19942306357262113, 0.7269828307519173, 0.0, 0.7269828307519173, 1.0, 0.1273790863285428]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,12,normed_values_normed_weighted_modulations,0.5018422869733783,0.0805655291231739,"[0.09613747654603269, 0.096137476546033, 0.0, 0.15615049927810812, 0.1288075066577064, 0.12262879786029476, 0.12262879786029476, 0.1288075066577067, 0.833320375129694, 0.0, 0.833320375129694, 1.0, 0.02525197863811002]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,13,normed_values_only_modulations,-0.019479729960943742,0.9496365696440561,"[0.8828500306514825, 0.8828500306514825, 0.19897456855714998, 0.0, 0.7624101354238253, 0.7681577529676195, 0.7681577529676195, 0.7624101354238253, 0.12149443009913441, 0.19897456855714998, 0.12149443009913685, 1.0, 0.8958666939124292]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,13,normed_values_weighted_modulations_only,0.4923478919501571,0.08741379813989895,"[0.20499085312560042, 0.20499085312560042, 0.0, 0.09698684476966685, 0.19989989494507565, 0.2358510746928396, 0.2358510746928396, 0.19989989494507532, 0.7163925488886156, 0.0, 0.7163925488886156, 1.0, 0.12626798870875902]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,13,normed_values_normed_weighted_modulations,0.4932783432967771,0.08672553582900974,"[0.10719689678866946, 0.10719689678866913, 3.3079089223889427e-16, 0.18843296118364175, 0.12556963939160043, 0.1521446539321713, 0.15214465393217164, 0.12556963939160076, 0.8270902083922086, 0.0, 0.8270902083922086, 1.0, 0.02844891634332427]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,14,normed_values_only_modulations,-0.04038426337503072,0.8957851048729083,"[0.9003766753826192, 0.9003766753826192, 0.1958529137486553, 0.0, 0.7818263270493182, 0.8314121669805655, 0.8314121669805655, 0.7818263270493182, 0.08298134298792632, 0.19585291374865307, 0.08298134298792632, 1.0, 0.9131891239554646]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,14,normed_values_weighted_modulations_only,0.4927120801389252,0.0871439583700604,"[0.20693081236100394, 0.20693081236100394, 0.0, 0.08586396154676937, 0.18735730257386235, 0.2632674273819958, 0.2632674273819958, 0.18735730257386235, 0.7100336956007219, 3.2159773602983307e-16, 0.7100336956007219, 1.0, 0.1297600302386139]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,14,normed_values_normed_weighted_modulations,0.4951897983770622,0.0853233629910128,"[0.1012990932824573, 0.1012990932824573, 0.0, 0.17566486927058242, 0.10381063697145625, 0.1652441337241909, 0.1652441337241909, 0.10381063697145625, 0.8321438678333452, 0.0, 0.8321438678333452, 1.0, 0.022943640445275408]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,15,normed_values_only_modulations,-0.033443208528263726,0.9136307563410891,"[0.9108439413055552, 0.9108439413055515, 0.23260628018137733, 0.0, 0.7570123891951668, 0.8032603661939077, 0.8032603661939077, 0.7570123891951668, 0.13159394771479394, 0.23260628018137733, 0.13159394771479394, 1.0, 0.9073338602545917]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,15,normed_values_weighted_modulations_only,0.48929019558299625,0.0897020995323784,"[0.20495402253425035, 0.20495402253425035, 0.0, 0.10468402773267674, 0.20550709802086742, 0.26953544837321913, 0.26953544837321913, 0.20550709802086742, 0.6923081812611808, 0.0, 0.6923081812611808, 1.0, 0.12669277026356673]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,15,normed_values_normed_weighted_modulations,0.4926655842163098,0.08717837680261127,"[0.09280098840663195, 0.09280098840663195, 3.859918260468425e-16, 0.21027776085151106, 0.12682257876458827, 0.1758223746035471, 0.1758223746035471, 0.12682257876458827, 0.8175021916981681, 0.0, 0.8175021916981673, 1.0, 0.01619302099098493]"
