method,harmonics_considered,normed_column,correlation,p_value,final_ranking_correlate
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,18,normed_values_only_modulations,0.5818649565812177,0.03696338255345919,"[0.4444444444444444, 0.0, 0.07407407407407407, 0.25925925925925924, 0.5925925925925926, 0.2222222222222222, 0.4074074074074074, 0.7037037037037037, 0.5555555555555556, 0.2222222222222222, 0.6296296296296297, 0.3333333333333333, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,19,normed_values_only_modulations,0.5529100529100528,0.05001632937370047,"[0.4827586206896552, 0.0, 0.10344827586206896, 0.27586206896551724, 0.5862068965517241, 0.2413793103448276, 0.3448275862068966, 0.7586206896551724, 0.5517241379310345, 0.2413793103448276, 0.6551724137931034, 0.3103448275862069, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,20,normed_values_only_modulations,0.5548059387267128,0.04907319522213599,"[0.5, 0.0, 0.09375, 0.25, 0.5625, 0.21875, 0.34375, 0.71875, 0.53125, 0.21875, 0.6875, 0.3125, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,21,normed_values_only_modulations,0.5449186827203584,0.05413464519357667,"[0.5142857142857142, 0.0, 0.08571428571428572, 0.22857142857142856, 0.5428571428571428, 0.2, 0.34285714285714286, 0.7142857142857143, 0.5142857142857142, 0.22857142857142856, 0.6857142857142857, 0.2857142857142857, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,22,normed_values_only_modulations,0.533921889871149,0.06018912233534324,"[0.5405405405405406, 0.0, 0.08108108108108109, 0.24324324324324326, 0.5135135135135135, 0.1891891891891892, 0.35135135135135137, 0.7027027027027027, 0.4864864864864865, 0.21621621621621623, 0.6756756756756757, 0.2972972972972973, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,23,normed_values_only_modulations,0.5143622385688433,0.07211649867150514,"[0.5641025641025641, 0.0, 0.1282051282051282, 0.2564102564102564, 0.5128205128205128, 0.20512820512820512, 0.358974358974359, 0.6923076923076923, 0.48717948717948717, 0.20512820512820512, 0.6666666666666666, 0.3076923076923077, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,24,normed_values_only_modulations,0.5438805811197112,0.05468680753841527,"[0.5348837209302325, 0.0, 0.18604651162790697, 0.27906976744186046, 0.5581395348837209, 0.2558139534883721, 0.3953488372093023, 0.7209302325581395, 0.5348837209302325, 0.23255813953488372, 0.6744186046511628, 0.3488372093023256, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,25,normed_values_only_modulations,0.5148071889187893,0.0718281468236473,"[0.5434782608695652, 0.0, 0.1956521739130435, 0.30434782608695654, 0.5869565217391305, 0.2608695652173913, 0.3695652173913043, 0.717391304347826, 0.5434782608695652, 0.21739130434782608, 0.6956521739130435, 0.32608695652173914, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,26,normed_values_only_modulations,0.5102916137324145,0.074792160062746,"[0.54, 0.0, 0.2, 0.3, 0.58, 0.28, 0.36, 0.7, 0.5, 0.22, 0.68, 0.32, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,27,normed_values_only_modulations,0.5074020387083602,0.07673302652015301,"[0.5185185185185185, 0.0, 0.2037037037037037, 0.3148148148148148, 0.5555555555555556, 0.2777777777777778, 0.37037037037037035, 0.6666666666666666, 0.48148148148148145, 0.2037037037037037, 0.6296296296296297, 0.3148148148148148, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,28,normed_values_only_modulations,0.4864026986254086,0.09190054424065094,"[0.5172413793103449, 0.0, 0.22413793103448276, 0.3448275862068966, 0.5689655172413793, 0.27586206896551724, 0.3793103448275862, 0.6896551724137931, 0.5, 0.1896551724137931, 0.6206896551724138, 0.3103448275862069, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,29,normed_values_only_modulations,0.4853071227379073,0.09274427082668671,"[0.5, 0.0, 0.20967741935483872, 0.3387096774193548, 0.5483870967741935, 0.25806451612903225, 0.3387096774193548, 0.7096774193548387, 0.46774193548387094, 0.1774193548387097, 0.5967741935483871, 0.3064516129032258, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,30,normed_values_only_modulations,0.4800841579358793,0.09683965674995235,"[0.49230769230769234, 0.0, 0.2153846153846154, 0.3384615384615385, 0.5384615384615384, 0.27692307692307694, 0.35384615384615387, 0.7076923076923077, 0.47692307692307695, 0.16923076923076924, 0.5846153846153846, 0.2923076923076923, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,31,normed_values_only_modulations,0.4464463813470308,0.12619541194811393,"[0.5151515151515151, 0.0, 0.21212121212121213, 0.3333333333333333, 0.5454545454545454, 0.24242424242424243, 0.3333333333333333, 0.7121212121212122, 0.48484848484848486, 0.13636363636363635, 0.5909090909090909, 0.2727272727272727, 1.0]"
Chan's method Vanilla Cap 0 with  distributive normed_values_only_modulations,32,normed_values_only_modulations,0.4124350558022357,0.16136269182078838,"[0.5606060606060606, 0.0, 0.19696969696969696, 0.30303030303030304, 0.5757575757575758, 0.22727272727272727, 0.3333333333333333, 0.7121212121212122, 0.48484848484848486, 0.10606060606060606, 0.5909090909090909, 0.2727272727272727, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,2,normed_values_only_modulations,-0.08908708063747477,0.7722614932228544,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,2,normed_values_weighted_modulations_only,0.8859422637875107,5.5564203341841654e-05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.17499999999999996, 0.0, 0.525, 1.0, 0.7750000000000001, 0.925, 0.7750000000000001, 0.925]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,2,normed_values_normed_weighted_modulations,0.887170280506469,5.2480743403727885e-05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.22580645161290314, 0.0, 0.45161290322580633, 0.8602150537634407, 1.0, 0.7956989247311826, 1.0, 0.7956989247311826]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,3,normed_values_only_modulations,-0.06213697660011999,0.84018506641396,"[1.0, 0.0, 0.5, 0.5000000000000003, 0.5000000000000003, 0.0, 0.5, 0.5000000000000003, 0.5, 0.0, 0.5000000000000003, 0.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,3,normed_values_weighted_modulations_only,0.9145922293314286,1.1980626390503381e-05,"[0.0, 0.0, 0.0, 0.12500000000000003, 0.21875, 0.34375000000000006, 0.2125, 0.6124999999999999, 1.0, 0.7562500000000001, 0.81875, 0.66875, 0.94375]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,3,normed_values_normed_weighted_modulations,0.9031504744312681,2.338705435074073e-05,"[0.0, 0.0, 0.0, 0.125, 0.21875, 0.44196428571428586, 0.2125, 0.6124999999999999, 1.0, 0.9723214285714288, 0.8187499999999999, 0.8598214285714285, 0.7721590909090909]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,4,normed_values_only_modulations,-0.10917192286934005,0.7225694609319696,"[1.0, 0.0, 0.6666666666666667, 0.6666666666666673, 0.6666666666666673, 0.0, 0.6666666666666667, 0.5555555555555555, 0.6666666666666673, 0.0, 0.5555555555555555, 0.0, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,4,normed_values_weighted_modulations_only,0.9085879796551597,1.7203726008584835e-05,"[0.0, 0.0, 0.06849315068493152, 0.1552511415525114, 0.228310502283105, 0.2990867579908676, 0.20319634703196346, 0.5639269406392694, 1.0, 0.6689497716894979, 0.7625570776255708, 0.6735159817351599, 0.8972602739726028]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,4,normed_values_normed_weighted_modulations,0.9161948783339415,1.0829334536017327e-05,"[0.0, 0.0, 0.06849315068493153, 0.1552511415525114, 0.228310502283105, 0.391906786332861, 0.2031963470319635, 0.5871020203915683, 1.0, 0.8765548732483076, 0.7938950397197725, 0.8825381829633131, 0.8022562449637392]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,5,normed_values_only_modulations,-0.015258831357696373,0.9605407209449599,"[1.0, 0.0, 0.5664739884393064, 0.5664739884393064, 0.7398843930635832, 0.11560693641618486, 0.6358381502890171, 0.6531791907514451, 0.5664739884393061, 0.11560693641618486, 0.6531791907514448, 0.11560693641618486, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,5,normed_values_weighted_modulations_only,0.8780663748991488,7.897079599976558e-05,"[0.00828402366863906, 0.0, 0.11479289940828402, 0.1814595660749507, 0.16410256410256413, 0.22524654832347135, 0.15660749506903354, 0.5487179487179489, 1.0, 0.686785009861933, 0.8015779092702169, 0.5960552268244576, 0.8445759368836293]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,5,normed_values_normed_weighted_modulations,0.8772486995080653,8.179400047970893e-05,"[0.0, 0.01986123209400906, 0.11665631331368023, 0.18318264265859469, 0.1518729408417652, 0.2858140629406891, 0.15276409493383497, 0.5304096959710197, 1.0, 0.8396906151489979, 0.7748191386930585, 0.7308088997576209, 0.7181934386814437]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,6,normed_values_only_modulations,-0.024264420474967574,0.9372857857120769,"[1.0, 0.0, 0.5070422535211264, 0.5070422535211269, 0.647887323943662, 0.04694835680751199, 0.5633802816901405, 0.5774647887323942, 0.5070422535211272, 0.04694835680751199, 0.5774647887323942, 0.09389671361502315, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,6,normed_values_weighted_modulations_only,0.8775704004760747,8.06737786619233e-05,"[0.06024096385542169, 0.0, 0.15318416523235803, 0.22719449225473323, 0.23786574870912228, 0.31359724612736667, 0.22409638554216874, 0.6044750430292599, 1.0, 0.6819277108433736, 0.7924268502581756, 0.5786574870912221, 0.8643717728055078]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,6,normed_values_normed_weighted_modulations,0.875810381962148,8.695578328491845e-05,"[0.02816911025807649, 0.0, 0.1413188191357587, 0.216366158113731, 0.21194082034821873, 0.3838713956126979, 0.20722720097814706, 0.5814134124798697, 1.0, 0.8365882537180135, 0.767026956390121, 0.693083894035454, 0.7148201118837054]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,7,normed_values_only_modulations,-0.02157507662074548,0.94422639812521,"[1.0, 0.0, 0.5137231503579951, 0.5972553699284006, 0.7225536992840089, 0.10441527446300752, 0.5638424821002388, 0.659904534606205, 0.5137231503579954, 0.1044152744630069, 0.6599045346062057, 0.08353221957040602, 0.9999999999999993]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,7,normed_values_weighted_modulations_only,0.863598477424516,0.00014213647799410077,"[0.14518147684605753, 0.0, 0.12941176470588237, 0.23068836045056318, 0.2715894868585731, 0.31924906132665826, 0.23163954943679593, 0.6023529411764703, 1.0, 0.6251314142678346, 0.776670838548185, 0.5710638297872339, 0.8902127659574467]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,7,normed_values_normed_weighted_modulations,0.8758773787752189,8.670970377716342e-05,"[0.0597820688143987, 0.0, 0.09332707568687472, 0.1863151656176436, 0.20847354348484504, 0.38175308291136417, 0.19219154295964577, 0.544676859747401, 1.0, 0.7570313795348769, 0.7169227399773391, 0.6990321881107958, 0.7175825408808916]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,8,normed_values_only_modulations,-0.011417968103027698,0.9704686405945127,"[1.0, 0.0, 0.5169922397645176, 0.5919186513245923, 0.7043082686647043, 0.09365801445009335, 0.5619480867005616, 0.694942467219695, 0.5169922397645166, 0.09365801445009285, 0.694942467219695, 0.07492641156007468, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,8,normed_values_weighted_modulations_only,0.8590383389789588,0.00016876125829204394,"[0.14580101927764233, 0.0, 0.1448038998448925, 0.23290494128074446, 0.2809660979392865, 0.3081985375581653, 0.24693108796809218, 0.6161090183913142, 1.0, 0.5836250830932862, 0.776401506758254, 0.5753157544870375, 0.8679149124750721]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,8,normed_values_normed_weighted_modulations,0.8759358216691864,8.64954981724973e-05,"[0.05826741021618883, 0.0, 0.10775970198297205, 0.18835291831878348, 0.21942841293762985, 0.3696576578678933, 0.2072130782763586, 0.5495993034983947, 1.0, 0.7082718141277734, 0.7068304578969555, 0.7054736357026261, 0.7007049624174895]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,9,normed_values_only_modulations,-0.003876766931540959,0.9899714200656806,"[0.9999999999999992, 0.0, 0.48818287485470757, 0.5803951956605968, 0.6780317706315377, 0.12041844246416142, 0.5272375048430844, 0.6698953893839593, 0.5370011623401781, 0.12041844246416142, 0.6698953893839593, 0.06509104998062777, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,9,normed_values_weighted_modulations_only,0.8590431074975716,0.00016873148104330847,"[0.17021981981981982, 0.0, 0.13927927927927927, 0.22726486486486486, 0.3463063063063064, 0.316627027027027, 0.3113297297297298, 0.6365045045045046, 1.0, 0.5775639639639641, 0.76941981981982, 0.5553297297297297, 0.9343423423423424]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,9,normed_values_normed_weighted_modulations,0.8936736357587548,3.835393171872714e-05,"[0.05999864998210559, 0.0, 0.09536136929096306, 0.17399054797491526, 0.2779138614419261, 0.3789734368312422, 0.27257625435367533, 0.5728900074370818, 1.0, 0.7041692391131283, 0.7072453929812124, 0.7000567228265755, 0.7536759830180814]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,10,normed_values_only_modulations,0.019362600638133165,0.949939057465677,"[0.9822622650805938, 0.0, 0.490743999436897, 0.5745055254452032, 0.7075385373407473, 0.13894559020201303, 0.5439572041951148, 0.7001478144576613, 0.5350883367354121, 0.13894559020201303, 0.7001478144576619, 0.0886886745970296, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,10,normed_values_weighted_modulations_only,0.8438410727803727,0.00028741475046194394,"[0.2138086920784958, 0.0, 0.1405664577554025, 0.2505085790609268, 0.3586561183602179, 0.2970786670776397, 0.3075790266789959, 0.6273571012705915, 1.0, 0.6006849549642111, 0.791554505291277, 0.5329497585533751, 0.9267166683790541]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,10,normed_values_normed_weighted_modulations,0.881097460564705,6.917775353845913e-05,"[0.08694371880798953, 0.0, 0.08787630744040831, 0.1904934214510949, 0.274604301680809, 0.3491611446731482, 0.25738403764330703, 0.5475892884269283, 1.0, 0.7275278072325548, 0.7134306028946682, 0.6646560049670699, 0.7383177530523019]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,11,normed_values_only_modulations,0.026475792786390923,0.9315817488740368,"[0.9835324450041882, 0.0, 0.46807777533549966, 0.5787763394740125, 0.7022830019426011, 0.14147126791856549, 0.5174804403229354, 0.6954215206943465, 0.5421817728166525, 0.12899584746719256, 0.7216199036422285, 0.08233777497905895, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,11,normed_values_weighted_modulations_only,0.8343561364099519,0.0003899398406302456,"[0.26180902754453483, 0.0, 0.153375493009107, 0.2567696987726353, 0.38621973571833, 0.29022746392596793, 0.3171373644124997, 0.6610310887624313, 1.0, 0.5961896353731838, 0.8469789297583981, 0.5427197789016095, 0.953324312826074]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,11,normed_values_normed_weighted_modulations,0.8871321741997855,5.2574314641036636e-05,"[0.10013060240819287, 0.0, 0.08876431171041199, 0.17809768932106237, 0.2846678625269275, 0.3405455597669274, 0.2593118309918304, 0.5719099104296574, 1.0, 0.735923236702946, 0.7542058060994373, 0.6901562447318195, 0.7497304900546329]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,12,normed_values_only_modulations,0.023891553487986023,0.938247841157451,"[0.9849971585527565, 0.0, 0.4603794008605523, 0.5912375179281792, 0.7037588287825081, 0.1378183097448108, 0.505387925202284, 0.685005276973453, 0.5278921873731501, 0.12645252076962665, 0.7088734338213405, 0.09644683787513882, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,12,normed_values_weighted_modulations_only,0.8260478263264146,0.0005018217187926353,"[0.2646180541909895, 0.0, 0.17483804070823736, 0.28490203843491246, 0.4368030762440559, 0.32265858104615275, 0.3393802166309443, 0.6840749350802464, 1.0, 0.5774046004601063, 0.8516183837021942, 0.5310620236824841, 0.979504403055687]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,12,normed_values_normed_weighted_modulations,0.8864322934077604,5.431682947486664e-05,"[0.09646048802199474, 0.0, 0.11098166409313988, 0.20081090400727863, 0.33091334632458547, 0.3806327867761192, 0.2826865248598131, 0.5928846725911899, 1.0, 0.7095791967861311, 0.7567214895272313, 0.6649525911013969, 0.7654615288883254]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,13,normed_values_only_modulations,0.03217654594703995,0.9168916398129703,"[0.9755056126247759, 0.0, 0.4849973990369141, 0.6057535454930348, 0.6989387148553032, 0.16426292087002056, 0.5034569373486776, 0.7093222051556703, 0.5472983408391165, 0.13399647006664145, 0.7313477906412971, 0.10630716259899654, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,13,normed_values_weighted_modulations_only,0.8172230296864476,0.0006470254888233559,"[0.30268294998057804, 0.0, 0.19638708327948345, 0.2989483166265355, 0.4453237899978496, 0.3177704568975273, 0.33612102085186474, 0.6877575934263447, 0.9911021862482153, 0.5906725248158968, 0.8743925344723056, 0.5281516565591375, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,13,normed_values_normed_weighted_modulations,0.8891397807448316,4.7823228349992e-05,"[0.11987372887784621, 0.0, 0.12276148011472388, 0.20606559275250913, 0.3375121232436109, 0.37288099467901326, 0.27749910169947567, 0.59207841089267, 1.0, 0.7432036341335204, 0.7805051282132299, 0.6754536619310554, 0.7909633834557809]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,14,normed_values_only_modulations,0.033130414024104105,0.914435897486191,"[0.9770666737648377, 0.0, 0.48880833104621113, 0.6142135832369026, 0.701459933044587, 0.16999711157209318, 0.5060914174843058, 0.7111816691660137, 0.5378799514686555, 0.14165958348365965, 0.7577281633231524, 0.09953206029080672, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,14,normed_values_weighted_modulations_only,0.800211427138126,0.001019329197042159,"[0.3324847500217022, 0.0, 0.211758793609848, 0.31617350086010326, 0.4640720333093605, 0.3197732912990735, 0.3350442088953944, 0.6843974543296654, 0.9886947246190386, 0.5756432488362989, 0.9031376355786406, 0.5183568218310692, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,14,normed_values_normed_weighted_modulations,0.8828290791230027,6.403600464390457e-05,"[0.13036978929099707, 0.0, 0.1291054717438805, 0.21088424888014234, 0.34486400886246205, 0.37196003038406494, 0.2661711708703378, 0.5782052217799043, 1.0, 0.7217795938730294, 0.7907543907822413, 0.6689155022103181, 0.7795866486526993]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,15,normed_values_only_modulations,0.03295504346011954,0.9148873387902005,"[0.9787530142886282, 0.0, 0.49036993936097767, 0.6065538532906236, 0.7074000535873537, 0.18585180564053608, 0.4972323198391851, 0.7164069279650009, 0.5358332100291, 0.14458654424222545, 0.7515246401849164, 0.10555675527242256, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,15,normed_values_weighted_modulations_only,0.7792082244584028,0.0016912077498887708,"[0.37103949882867016, 0.0, 0.2165924350504067, 0.3418420573293677, 0.46801556158037444, 0.31516011686978496, 0.3434402042589036, 0.6902731278460689, 0.9635907030612516, 0.5689559316680267, 0.8951790897844228, 0.4896106130399307, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,15,normed_values_normed_weighted_modulations,0.8772732363588979,8.170812257869566e-05,"[0.1613968207998418, 0.0, 0.13174766641159927, 0.2416802995008714, 0.34970535901518107, 0.369648521921355, 0.28146966695798314, 0.5933182643167048, 1.0, 0.735390498908674, 0.8030945297044405, 0.6487309764492378, 0.7944871386082816]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,16,normed_values_only_modulations,0.027113132353593528,0.9299383357318897,"[1.0, 0.0, 0.4853564381997871, 0.6119505955190839, 0.707694953243114, 0.1891179660596513, 0.49187164858362464, 0.7281228524674397, 0.5448077329523089, 0.14994032786138298, 0.7614639480301866, 0.10021660416806395, 0.9973688573449881]"
